"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,,Average Journal Impact Factor Percentile,Normalized Eigenfactor
11021,PHILOSOPHY OF THE SOCIAL SCIENCES,PHILOS SOC SCI,0048-3931,399,0.392,0.324,0.529,0.143,28,>10.0,>10.0,0.000400,0.201,89.290,,20.588,0.04633
11024,Critical Care Nursing Clinics of North America,CRIT CARE NURS CLIN,0899-5885,279,0.391,0.326,0.431,0.05,40,8.6,6.2,0.000360,0.116,100.000,,6.091,0.04145
11024,Critical Care Nursing Clinics of North America,CRIT CARE NURS CLIN,0899-5885,279,0.391,0.326,0.431,0.05,40,8.6,6.2,0.000360,0.116,100.000,,6.091,0.04145
11024,International Journal of Music Education,INT J MUSIC EDUC,0255-7614,255,0.391,0.362,0.517,0.079,38,8.4,>10.0,0.000230,0.106,100.000,,9.149,0.02595
11024,International Journal of Ventilation,INT J VENT,1473-3315,209,0.391,0.344,0.485,0.111,27,8.1,9.7,0.000280,0.119,100.000,,11.863,0.03213
11028,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,616,0.390,0.350,0.561,0.159,44,8.1,>10.0,0.001850,0.312,100.000,,4.327,0.21268
11028,JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,0218-3390,395,0.390,0.305,0.663,0.034,29,8.3,>10.0,0.000540,0.204,100.000,,4.850,0.06207
11028,SOCIETY & ANIMALS,SOC ANIM,1063-1119,461,0.390,0.390,0.709,0.0,30,>10.0,>10.0,0.000400,0.208,96.670,,20.147,0.04595
11028,SOCIETY & ANIMALS,SOC ANIM,1063-1119,461,0.390,0.390,0.709,0.0,30,>10.0,>10.0,0.000400,0.208,96.670,,20.147,0.04595
11032,ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,ARCH TIERZUCHT,0003-9438,503,0.389,0.389,0.500,Not Available,0,8.4,Not Available,0.000630,0.131,Not Available,,21.552,0.07249
11032,British Journal of Music Education,BRIT J MUSIC EDUC,0265-0517,303,0.389,0.167,0.618,0.222,18,>10.0,>10.0,0.000190,0.128,100.000,,8.723,0.02163
11032,Laeknabladid,LAEKNABLADID,0023-7213,128,0.389,0.319,0.277,0.078,51,6.9,8.4,0.000180,0.066,94.120,,12.581,0.02049
11032,TIERARZTLICHE PRAXIS,TIERAERZTL PRAX,0303-6286,495,0.389,0.283,0.406,0.105,95,8.1,>10.0,0.000680,0.099,94.740,,22.426,0.07800
11036,Contributions to Nephrology,CONTRIB NEPHROL,0302-5144,"1,239",0.388,0.388,1.342,0.583,12,6.4,6.2,0.002520,0.428,100.000,,7.143,0.28952
11036,Journal of Risk,J RISK,1465-1211,481,0.388,0.367,0.525,0.038,26,>10.0,>10.0,0.000390,0.275,100.000,,8.854,0.04501
11036,Miskolc Mathematical Notes,MISKOLC MATH NOTES,1787-2405,167,0.388,0.382,0.400,0.2,50,3.2,>10.0,0.000720,0.148,100.000,,15.916,0.08297
11036,PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT,PSYCHOL ERZ UNTERR,0342-183X,137,0.388,0.347,0.407,0.067,15,8.2,>10.0,0.000180,0.107,100.000,,2.586,0.02089
11036,RADIOPROTECTION,RADIOPROTECTION,0033-8451,285,0.388,0.284,0.613,0.41,78,6.6,8.2,0.000380,0.171,100.000,,6.059,0.04371
11036,Water Resources,WATER RESOUR+,0097-8078,540,0.388,0.311,0.463,0.059,102,7.8,>10.0,0.000630,0.101,100.000,,7.386,0.07217
11042,Annales Polonici Mathematici,ANN POL MATH,0066-2216,438,0.387,0.345,0.384,0.128,47,>10.0,>10.0,0.001010,0.211,100.000,,15.595,0.11610
11042,CHEMICKE LISTY,CHEM LISTY,0009-2770,663,0.387,0.248,0.274,0.109,119,6.6,>10.0,0.000520,0.033,83.190,,7.530,0.05909
11042,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,CONCEPT MAGN RESON B,1552-5031,258,0.387,0.355,0.561,0.071,14,9.8,>10.0,0.000240,0.202,100.000,,3.608,0.02745
11042,IZVESTIYA-PHYSICS OF THE SOLID EARTH,IZV-PHYS SOLID EART+,1069-3513,548,0.387,0.233,0.463,0.127,71,8.1,>10.0,0.000880,0.155,100.000,,4.167,0.10077
11042,Industria Textila,IND TEXTILA,1222-5347,129,0.387,0.180,0.347,0.078,64,3.8,8.5,0.000130,0.035,100.000,,31.250,0.01535
11042,Journal of Advanced Mechanical Design Systems and Manufacturing,J ADV MECH DES SYST,1881-3054,308,0.387,0.267,0.417,0.051,98,5.7,9.7,0.000350,0.066,98.980,,6.128,0.04035
11048,Anthropological Notebooks,ANTHROPOL NOTEB,1408-032X,64,0.386,0.341,0.474,0.0,23,Not Available,>10.0,0.000130,0.095,95.650,,15.244,0.01498
11048,Journal of Language and Politics,J LANG POLIT,1569-2159,191,0.386,0.300,0.469,0.179,28,7.2,>10.0,0.000410,0.194,100.000,,31.593,0.04696
11048,Psicologica,PSICOLOGICA,0211-2159,196,0.386,0.333,0.471,0.167,12,8.0,>10.0,0.000370,0.189,100.000,,0.595,0.04244
11051,ANALES DEL JARDIN BOTANICO DE MADRID,AN JARDIN BOT MADRID,0211-1322,339,0.385,0.346,0.684,0.15,20,>10.0,>10.0,0.000210,0.186,100.000,,8.726,0.02424
11051,Asian Herpetological Research,ASIAN HERPETOL RES,2095-0357,120,0.385,0.354,0.601,0.056,36,4.3,>10.0,0.000420,0.170,100.000,,9.509,0.04844
11051,JOURNAL OF AQUATIC PLANT MANAGEMENT,J AQUAT PLANT MANAGE,0146-6623,442,0.385,0.154,0.491,0.0,17,>10.0,>10.0,0.000180,0.111,94.120,,7.935,0.02062
11051,PRZEMYSL CHEMICZNY,PRZEM CHEM,0033-2496,906,0.385,0.183,0.329,0.111,404,3.8,9.2,0.000880,0.033,99.750,,6.612,0.10138
11055,RUSSIAN JOURNAL OF HERPETOLOGY,RUSS J HERPETOL,1026-2296,224,0.384,0.205,Not Available,0.05,40,7.8,>10.0,0.000270,Not Available,100.000,,8.896,0.03090
11056,Journal of Competition Law & Economics,J COMPET LAW ECON,1744-6414,219,0.383,0.296,0.589,0.0,34,6.0,>10.0,0.000740,0.279,97.060,,17.127,0.08558
11056,LAW AND PHILOSOPHY,LAW PHILOS,0167-5249,284,0.383,0.362,0.521,0.217,23,>10.0,>10.0,0.000570,0.328,95.650,,19.884,0.06568
11056,ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,ORDER,0167-8094,395,0.383,0.300,0.511,0.0,36,>10.0,>10.0,0.001070,0.399,100.000,,15.273,0.12307
11056,Structural Engineering International,STRUCT ENG INT,1016-8664,480,0.383,0.342,0.469,0.026,38,8.5,8.9,0.000670,0.140,94.740,,15.167,0.07724
11060,ALEA-Latin American Journal of Probability and Mathematical Statistics,ALEA-LAT AM J PROBAB,1980-0436,185,0.382,0.342,0.630,0.114,35,4.9,>10.0,0.001700,0.717,100.000,,5.242,0.19869
11060,Dynamis,DYNAMIS,0211-9536,154,0.382,0.294,0.511,0.105,19,>10.0,>10.0,0.000300,0.230,100.000,,38.030,0.03413
11060,Dynamis,DYNAMIS,0211-9536,154,0.382,0.294,0.511,0.105,19,>10.0,>10.0,0.000300,0.230,100.000,,38.030,0.03413
11060,German History,GER HIST,0266-3554,111,0.382,0.324,0.500,0.0,19,6.9,>10.0,0.000680,0.606,94.740,,61.494,0.07799
11060,INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,INT J AM LINGUIST,0020-7071,340,0.382,0.353,0.447,0.062,16,>10.0,>10.0,0.000380,0.283,100.000,,31.044,0.04390
11060,Mechanika,MECHANIKA,1392-1207,254,0.382,0.338,0.338,0.035,86,4.8,9.5,0.000500,0.072,100.000,,4.887,0.05690
11060,STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS,STUD HIST PHILOS M P,1355-2198,341,0.382,0.321,0.459,0.069,29,9.3,>10.0,0.000660,0.202,86.210,,21.999,0.07613
11060,Zeitschrift fur Sexualforschung,Z SEXUALFORSCH,0932-8114,63,0.382,0.118,0.408,0.231,13,Not Available,8.4,0.000100,0.092,100.000,,14.189,0.01160
11068,Journal of Animal and Plant Sciences,J ANIM PLANT SCI,1018-7081,942,0.381,0.308,0.609,0.02,248,4.2,>10.0,0.002350,0.128,97.980,,22.006,0.27025
11068,PAEDAGOGICA HISTORICA,PAEDAGOG HIST,0030-9230,282,0.381,0.299,0.439,0.062,48,8.1,>10.0,0.000550,0.166,100.000,,24.863,0.06264
11068,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,TETSU TO HAGANE,0021-1575,"1,830",0.381,0.242,0.467,0.191,94,>10.0,>10.0,0.001110,0.135,100.000,,20.946,0.12722
11071,Automatika,AUTOMATIKA,0005-1144,159,0.380,0.315,0.599,0.0,50,4.4,8.3,0.000410,0.146,100.000,,3.184,0.04725
11071,Journal of the Faculty of Engineering and Architecture of Gazi University,J FAC ENG ARCHIT GAZ,1300-1884,278,0.380,0.158,0.381,0.105,105,4.6,8.7,0.000370,0.057,100.000,,10.000,0.04200
11071,REVUE SUISSE DE ZOOLOGIE,REV SUISSE ZOOL,0035-418X,835,0.380,0.300,0.356,0.148,27,>10.0,>10.0,0.000310,0.143,100.000,,8.282,0.03508
11071,Revista de Cercetare si Interventie Sociala,REV CERCET INTERV SO,1583-3410,115,0.380,0.360,0.310,0.043,70,2.9,9.2,0.000200,0.046,100.000,,13.574,0.02316
11071,SIBERIAN MATHEMATICAL JOURNAL,SIBERIAN MATH J+,0037-4466,"1,186",0.380,0.264,0.413,0.045,110,>10.0,>10.0,0.002290,0.293,100.000,,14.952,0.26411
11071,STOCHASTIC MODELS,STOCH MODELS,1532-6349,439,0.380,0.380,0.627,0.067,30,>10.0,>10.0,0.000880,0.456,100.000,,4.435,0.10160
11077,ACTA OECONOMICA,ACTA OECON,0001-6373,103,0.379,0.172,0.360,0.027,37,3.9,8.9,0.000120,0.048,100.000,,12.824,0.01359
11077,European Poultry Science,EUR POULTRY SCI,1612-9199,52,0.379,0.250,0.405,0.0,50,Not Available,>10.0,0.000120,0.071,100.000,,19.828,0.01365
11077,FRONTIERS-A JOURNAL OF WOMEN STUDIES,FRONTIERS,0160-9009,170,0.379,0.379,0.475,0.0,22,9.0,>10.0,0.000400,0.227,100.000,,25.610,0.04578
11077,Human Ecology Review,HUM ECOL REV,1074-4827,431,0.379,0.379,1.063,0.167,6,>10.0,7.6,0.000270,0.300,100.000,,10.486,0.03121
11077,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,IRISH J AGR FOOD RES,0791-6833,321,0.379,0.379,1.347,0.0,19,9.2,>10.0,0.000380,0.362,100.000,,16.229,0.04304
11077,JOURNAL OF THE POLYNESIAN SOCIETY,J POLYNESIAN SOC,0032-4000,277,0.379,0.241,0.361,0.0,12,>10.0,>10.0,0.000100,0.099,100.000,,14.024,0.01180
11077,KYBERNETIKA,KYBERNETIKA,0023-5954,808,0.379,0.282,0.628,0.023,44,>10.0,>10.0,0.001250,0.272,100.000,,2.273,0.14399
11077,MEDICINA-BUENOS AIRES,MEDICINA-BUENOS AIRE,0025-7680,583,0.379,0.273,0.407,0.138,58,>10.0,8.6,0.000420,0.077,100.000,,11.935,0.04756
11077,Revista de Historia Economica,REV HIST ECON,0212-6109,168,0.379,0.310,0.361,0.375,16,>10.0,>10.0,0.000170,0.165,100.000,,37.247,0.01959
11077,SERIALS REVIEW,SERIALS REV,0098-7913,184,0.379,0.303,0.685,0.026,38,5.4,6.1,0.000350,0.165,100.000,,20.588,0.04054
11087,ADANSONIA,ADANSONIA,1280-8571,322,0.378,0.297,0.610,0.1,20,>10.0,>10.0,0.000290,0.193,100.000,,7.783,0.03346
11087,Gesunde Pflanzen,GESUNDE PFLANZ,0367-4223,111,0.378,0.243,0.479,0.167,18,7.3,>10.0,0.000140,0.100,100.000,,16.265,0.01587
11087,JOURNAL OF REHABILITATION,J REHABIL,0022-4154,442,0.378,0.311,0.851,0.087,23,>10.0,8.6,0.000200,0.152,95.650,,3.571,0.02352
11087,LINGUISTICS,LINGUISTICS,0024-3949,"1,006",0.378,0.378,0.897,0.054,37,>10.0,>10.0,0.001210,0.456,100.000,,30.495,0.13926
11087,Translation Studies,TRANSL STUD,1478-1700,96,0.378,0.243,0.447,0.059,17,Not Available,>10.0,0.000130,0.093,100.000,,30.495,0.01445
11092,PERSPECTIVES IN BIOLOGY AND MEDICINE,PERSPECT BIOL MED,0031-5982,819,0.377,0.377,0.530,0.0,24,>10.0,>10.0,0.000510,0.190,91.670,,20.898,0.05814
11092,TOPOLOGY AND ITS APPLICATIONS,TOPOL APPL,0166-8641,"1,952",0.377,0.230,0.464,0.062,324,8.6,>10.0,0.005510,0.260,100.000,,9.962,0.63448
11094,Animal Cells and Systems,ANIM CELLS SYST,1976-8354,128,0.376,0.220,0.357,0.125,48,3.7,>10.0,0.000270,0.071,95.830,,5.019,0.03108
11094,Journal of Exotic Pet Medicine,J EXOT PET MED,1557-5063,254,0.376,0.277,0.509,0.022,45,6.5,>10.0,0.000440,0.139,93.330,,20.956,0.05045
11094,Turkish Journal of Mathematics,TURK J MATH,1300-0098,386,0.376,0.341,0.385,0.101,119,7.6,>10.0,0.000940,0.173,100.000,,14.309,0.10833
11097,ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,0963-6935,130,0.375,0.300,0.386,0.053,19,8.3,8.8,0.000120,0.080,100.000,,10.000,0.01330
11097,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,B BELG MATH SOC-SIM,1370-1444,452,0.375,0.350,0.463,0.0,50,8.2,>10.0,0.001280,0.282,100.000,,13.987,0.14683
11097,Bulletin of the Korean Mathematical Society,B KOREAN MATH SOC,1015-8634,542,0.375,0.356,0.386,0.105,143,5.7,>10.0,0.001970,0.195,100.000,,13.987,0.22647
11097,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,INT J ELEC ENG EDUC,0020-7209,152,0.375,0.339,0.325,0.036,28,8.2,>10.0,0.000100,0.043,100.000,,8.064,0.01106
11097,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,INT J TROP INSECT SC,1742-7584,285,0.375,0.361,Not Available,0.045,22,8.7,>10.0,0.000390,Not Available,100.000,,9.140,0.04495
11097,Ingegneria Sismica,ING SISMICA-ITAL,0393-1420,47,0.375,0.375,Not Available,Not Available,0,Not Available,Not Available,0.000190,Not Available,Not Available,,11.371,0.02169
11097,International Relations,INT RELAT,0047-1178,317,0.375,0.344,0.761,0.217,23,7.6,8.0,0.000780,0.381,100.000,,14.535,0.08926
11097,Kyushu Journal of Mathematics,KYUSHU J MATH,1340-6116,148,0.375,0.313,0.476,0.136,22,8.0,>10.0,0.000810,0.456,100.000,,13.987,0.09314
11097,MAYDICA,MAYDICA,0025-6153,674,0.375,0.281,0.749,0.0,39,>10.0,>10.0,0.000480,0.185,94.870,,11.186,0.05477
11097,Orthopaedic Nursing,ORTHOP NURS,0744-6020,460,0.375,0.361,0.634,0.091,44,>10.0,7.6,0.000390,0.167,90.910,,5.455,0.04533
11097,Orthopaedic Nursing,ORTHOP NURS,0744-6020,460,0.375,0.361,0.634,0.091,44,>10.0,7.6,0.000390,0.167,90.910,,5.455,0.04533
11097,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,RUSS J APPL CHEM+,1070-4272,"1,886",0.375,0.267,0.323,0.062,226,9.7,8.6,0.001620,0.068,97.790,,10.417,0.18587
11097,TROPICAL ZOOLOGY,TROP ZOOL,0394-6975,226,0.375,0.292,0.610,0.0,14,>10.0,>10.0,0.000160,0.185,100.000,,7.055,0.01800
11097,WIENER TIERARZTLICHE MONATSSCHRIFT,WIEN TIERARZTL MONAT,0043-535X,204,0.375,0.161,0.446,0.032,31,8.6,>10.0,0.000250,0.107,90.320,,20.221,0.02924
11111,HISTORICAL JOURNAL,HIST J,0018-246X,855,0.374,0.341,0.500,0.043,46,>10.0,>10.0,0.001390,0.411,95.650,,59.195,0.15988
11112,Journal of Psychology in Africa,J PSYCHOL AFR,1433-0237,265,0.373,0.215,0.362,0.044,91,5.3,8.3,0.000370,0.060,98.900,,10.465,0.04295
11113,ARCHIVES DE PEDIATRIE,ARCH PEDIATRIE,0929-693X,"1,439",0.372,0.288,0.420,0.061,212,7.6,7.9,0.001660,0.093,96.700,,2.893,0.19037
11113,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,JCPSP-J COLL PHYSICI,1022-386X,"1,299",0.372,0.350,0.488,0.043,233,6.2,8.1,0.001880,0.104,96.140,,11.290,0.21571
11113,Suchttherapie,SUCHTTHERAPIE,1439-9903,60,0.372,0.256,0.277,0.192,26,Not Available,6.0,0.000090,0.056,96.150,,4.577,0.01044
11116,China Foundry,CHINA FOUNDRY,1672-6421,234,0.371,0.226,0.422,0.069,58,5.5,8.4,0.000320,0.071,98.280,,19.595,0.03692
11116,DIFFERENTIAL EQUATIONS,DIFF EQUAT+,0012-2661,"2,259",0.371,0.223,0.469,0.101,159,>10.0,>10.0,0.002340,0.178,100.000,,13.023,0.26895
11116,Ethiopian Journal of Health Development,ETHIOP J HEALTH DEV,1021-6790,477,0.371,0.314,0.496,0.059,17,>10.0,7.4,0.000230,0.130,70.590,,1.472,0.02691
11116,Ethiopian Journal of Health Development,ETHIOP J HEALTH DEV,1021-6790,477,0.371,0.314,0.496,0.059,17,>10.0,7.4,0.000230,0.130,70.590,,1.472,0.02691
11116,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,P INDIAN AS-MATH SCI,0253-4142,347,0.371,0.361,0.338,0.06,50,>10.0,>10.0,0.000850,0.250,100.000,,13.023,0.09782
11116,SOCIAL PHILOSOPHY & POLICY,SOC PHILOS POLICY,0265-0525,331,0.371,0.371,0.467,0.031,32,>10.0,>10.0,0.000270,0.181,100.000,,18.490,0.03137
11122,CONTINUITY AND CHANGE,CONTINUITY CHANGE,0268-4160,225,0.370,0.370,0.639,0.308,13,>10.0,>10.0,0.000460,0.441,100.000,,19.271,0.05242
11123,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,NATL ACAD SCI LETT,0250-541X,281,0.369,0.348,0.391,0.046,87,4.5,>10.0,0.000560,0.093,100.000,,16.406,0.06373
11123,SOUTHEASTERN NATURALIST,SOUTHEAST NAT,1528-7092,549,0.369,0.337,0.486,0.073,82,7.2,>10.0,0.000820,0.141,100.000,,9.450,0.09456
11125,BOTHALIA,BOTHALIA,0006-8241,331,0.368,0.368,0.551,0.095,21,>10.0,8.5,0.000160,0.147,95.240,,6.840,0.01897
11125,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,CESK SLOV NEUROL N,1210-7859,207,0.368,0.176,0.250,0.101,99,4.1,7.5,0.000190,0.025,81.820,,3.920,0.02127
11125,Ethics & Global Politics,ETHICS GLOB POLIT,1654-4951,79,0.368,0.368,0.722,0.4,10,Not Available,9.9,0.000310,0.403,100.000,,15.686,0.03592
11125,International Journal of Health  Economics and Management,INT J HEALTH ECON MA,2199-9023,8,0.368,0.368,0.368,0.048,21,Not Available,>10.0,0.000030,0.114,100.000,,8.202,0.00359
11125,Madera y Bosques,MADERA BOSQUES,1405-0471,160,0.368,0.276,0.363,0.062,32,8.9,>10.0,0.000130,0.072,100.000,,13.281,0.01468
11125,SCOTTISH HISTORICAL REVIEW,SCOT HIST REV,0036-9241,134,0.368,0.263,0.295,0.0,8,>10.0,>10.0,0.000170,0.194,100.000,,58.046,0.01951
11131,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,ANASTH INTENSIV NOTF,0939-2661,344,0.367,0.317,0.301,0.155,71,8.6,6.4,0.000290,0.052,100.000,,1.564,0.03301
11131,Journal of Women Politics & Policy,J WOMEN POLIT POLICY,1554-477X,108,0.367,0.333,0.610,0.087,23,6.4,>10.0,0.000360,0.326,100.000,,19.616,0.04148
11131,RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,RESTAURATOR,0034-5806,196,0.367,0.233,0.377,0.0,17,>10.0,>10.0,0.000090,0.079,100.000,,19.412,0.01002
11131,Vojnosanitetski Pregled,VOJNOSANIT PREGL,0042-8450,537,0.367,0.335,0.382,0.046,174,4.6,9.6,0.001020,0.083,97.130,,10.645,0.11723
11135,Asia Pacific Education Review,ASIA PAC EDUC REV,1598-1037,411,0.366,0.295,0.610,0.113,53,6.4,9.3,0.000800,0.190,96.230,,7.872,0.09172
11135,International Journal of Diabetes in Developing Countries,INT J DIABETES DEV C,0973-3930,336,0.366,0.305,0.419,0.178,73,6.8,8.8,0.000260,0.067,93.150,,4.710,0.02950
11135,Journal of Integrative Environmental Sciences,J INTEGR ENVIRON SCI,1943-815X,122,0.366,0.317,0.600,0.4,10,5.0,6.7,0.000240,0.170,80.000,,3.275,0.02803
11135,KOVOVE MATERIALY-METALLIC MATERIALS,KOVOVE MATER,0023-432X,286,0.366,0.304,0.480,0.356,59,5.8,8.5,0.000380,0.096,100.000,,11.758,0.04307
11135,REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,REV BIOL MAR OCEANOG,0717-3326,485,0.366,0.330,0.571,0.027,75,7.1,>10.0,0.000650,0.157,98.670,,6.667,0.07488
11135,Revista de Investigacion Clinica-Clinical and Translational Investigation,REV INVEST CLIN,2385-3956,463,0.366,0.358,0.528,0.231,39,8.7,6.8,0.000650,0.142,79.490,,10.000,0.07355
11141,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,332,0.365,0.339,0.814,0.113,53,5.5,>10.0,0.000870,0.222,100.000,,9.142,0.10049
11141,Journal of Policy History,J POLICY HIST,0898-0306,137,0.365,0.346,0.357,0.08,25,9.6,>10.0,0.000280,0.156,100.000,,36.176,0.03258
11141,Korean Journal of Horticultural Science & Technology,KOREAN J HORTIC SCI,1226-8763,353,0.365,0.235,0.334,0.137,95,5.4,>10.0,0.000460,0.058,98.950,,18.056,0.05256
11141,Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,REV INT MED CIENC AC,1577-0354,274,0.365,0.354,0.529,0.021,48,6.2,>10.0,0.000320,0.092,97.920,,8.025,0.03631
11141,Revue de Geographie Alpine-Journal of Alpine Research,REV GEOGR ALP,0035-1121,151,0.365,0.212,0.333,0.0,32,>10.0,>10.0,0.000140,0.075,100.000,,8.228,0.01550
11141,Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,108,0.365,0.365,0.388,Not Available,0,6.4,Not Available,0.000200,0.109,Not Available,,3.922,0.02328
11147,ALTERNATIVES,ALTERNATIVES,0304-3754,367,0.364,0.364,0.586,0.0,2,>10.0,>10.0,0.000460,0.323,100.000,,13.372,0.05281
11147,ANTI-CORROSION METHODS AND MATERIALS,ANTI-CORROS METHOD M,0003-5599,401,0.364,0.323,0.564,0.031,64,>10.0,8.8,0.000270,0.093,100.000,,16.892,0.03130
11147,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0217-5959,290,0.364,0.281,0.375,0.019,52,7.6,9.3,0.000550,0.140,100.000,,3.012,0.06302
11147,CZECHOSLOVAK MATHEMATICAL JOURNAL,CZECH MATH J,0011-4642,970,0.364,0.351,0.398,0.024,82,>10.0,>10.0,0.001670,0.299,100.000,,12.379,0.19250
11147,Information & Culture,INFORM CULT,2164-8034,59,0.364,0.295,0.679,0.083,24,Not Available,>10.0,0.000180,0.147,100.000,,26.975,0.02037
11147,International Journal of Sports Marketing & Sponsorship,INT J SPORT MARK SPO,1464-6668,257,0.364,0.273,0.839,0.0,20,7.9,>10.0,0.000180,0.148,100.000,,5.556,0.02118
11147,JOURNAL OF SOCIAL HISTORY,J SOC HIST,0022-4529,530,0.364,0.351,0.438,0.222,36,>10.0,>10.0,0.000870,0.292,100.000,,55.747,0.10014
11147,LABOR HISTORY,LABOR HIST-UK,0023-656X,183,0.364,0.273,0.320,0.0,31,>10.0,>10.0,0.000290,0.131,100.000,,24.339,0.03320
11147,LIBRARY AND INFORMATION SCIENCE,LIBR INFORM SC,0373-4447,29,0.364,0.364,0.316,0.0,7,Not Available,>10.0,0.000030,0.053,100.000,,18.235,0.00332
11147,Revista de Psicologia Social,REV PSICOL SOC,0213-4748,173,0.364,0.341,0.631,0.095,21,6.2,>10.0,0.000350,0.188,100.000,,2.419,0.04029
11147,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,Z KL PSYCH PSYCHOTH,1616-3443,348,0.364,0.318,0.704,0.0,15,>10.0,8.3,0.000310,0.188,100.000,,6.198,0.03573
11158,JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,J KNOT THEOR RAMIF,0218-2165,713,0.363,0.209,0.453,0.052,134,9.0,>10.0,0.002490,0.318,100.000,,12.058,0.28735
11158,Revue Francaise d Allergologie,REV FR ALLERGOL,1877-0320,276,0.363,0.068,0.215,0.131,122,6.9,6.6,0.000130,0.019,94.260,,5.769,0.01513
11160,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,B MATH SOC SCI MATH,1220-3874,217,0.362,0.350,0.445,0.057,35,7.2,>10.0,0.000710,0.271,100.000,,11.736,0.08161
11160,CHINESE ANNALS OF MATHEMATICS SERIES B,CHINESE ANN MATH B,0252-9599,582,0.362,0.362,0.498,0.041,73,8.0,>10.0,0.001790,0.387,100.000,,11.736,0.20533
11160,FAMILY LAW QUARTERLY,FAM LAW QUART,0014-729X,224,0.362,0.362,0.486,0.263,19,>10.0,>10.0,0.000170,0.106,94.740,,17.457,0.01975
11160,Families Relationships and Societies,FAM RELATSH SOC,2046-7435,69,0.362,0.261,0.561,0.0,31,Not Available,8.5,0.000430,0.244,100.000,,15.116,0.04957
11160,Informes de la Construccion,INF CONSTR,0020-0883,256,0.362,0.269,0.459,0.047,43,5.2,>10.0,0.000330,0.068,100.000,,12.295,0.03800
11160,International Journal of Marine and Coastal Law,INT J MAR COAST LAW,0927-3522,106,0.362,0.276,0.422,0.069,29,4.8,>10.0,0.000220,0.103,100.000,,19.799,0.02509
11160,Journal of Applied Mechanics and Technical Physics,J APPL MECH TECH PH+,0021-8944,"1,170",0.362,0.321,0.421,0.056,108,>10.0,>10.0,0.000810,0.095,100.000,,2.912,0.09324
11167,JOURNAL OF SOUTHEAST ASIAN STUDIES,J SOUTHEAST ASIAN ST,0022-4634,276,0.361,0.333,0.490,0.0,21,>10.0,>10.0,0.000230,0.166,100.000,,28.261,0.02637
11167,Magallania,MAGALLANIA,0718-2244,194,0.361,0.197,0.519,0.0,31,6.9,>10.0,0.000210,0.092,100.000,,12.805,0.02461
11167,Southern African Linguistics and Applied Language Studies,SO AFR LINGUIST APPL,1607-3614,119,0.361,0.328,0.308,0.038,26,6.5,>10.0,0.000200,0.087,100.000,,29.396,0.02284
11170,Folia Horticulturae,FOLIA HORTIC,0867-1761,143,0.359,0.282,Not Available,0.0,24,8.1,>10.0,0.000130,Not Available,95.830,,15.278,0.01495
