Accession,suppdata_id,Type,SRP,pi0,fp,rs,ud,Type_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,Type_pi0method_hist,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,Type_after_filter_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19lo TRC,anti-conservative,0.8695569039311484,0.720851908023536,151.85,2508.802101376953,432.80422123225026,anti-conservative,0.8471044395051177,0.445161011578674,37.65,605.976160799986,129.11494037725822,anti-conservative,0.7166294088425238,0.6612821807168098,151.85,2067.5833389220074,1140.849999999999,anti-conservative,0.8495843230403801,0.4467805519053877,37.65,607.7501454869359,126.64999999999998
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Cxcl9+ TRC,anti-conservative,0.7601243506746812,0.7227767981154193,121,1747.5258822010921,725.5051325607756,anti-conservative,0.8030555319047346,0.5107039033268401,31.6,482.1545413556026,147.24443571658833,anti-conservative,0.6023580786026201,0.650168041552093,121,1384.8212227074237,1517.666666666666,anti-conservative,0.6786737000753579,0.4210296684118673,31.6,407.47568952524483,284.26666666666677
GSE112903,GSE112903_Table_S3_MRC.xlsx,anti-conservative,0.823816319738674,0.6530815552814797,173.9,2721.971502048553,706.6241393908131,anti-conservative,0.8647095330715949,0.3432701320978695,45.550000000000004,748.3628653968118,135.40631868284697,anti-conservative,0.7268147822261328,0.6067814202923623,173.9,2401.4687219533653,1241.9,anti-conservative,0.8083281444582813,0.2974628171478565,45.550000000000004,699.5675926214195,205.2166666666668
GSE92720,GSE92720_Control_H32.xls.gz,anti-conservative,0.9150119729629578,0.5811377156683161,373.40000000000003,6491.643943383,658.9597452638018,NA,NA,NA,NA,NA,NA,anti-conservative,0.848769130246726,0.5484472849823182,373.40000000000003,6021.677471448422,1264.092307692309,NA,NA,NA,NA,NA,NA
GSE112903,GSE112903_Table_S4_PvC.xlsx,anti-conservative,0.9230726150352917,0.6761030252511763,192.15,3369.999656601595,304.2559586578868,anti-conservative,0.8582919433295146,0.3033102419814739,47.900000000000006,781.1314976241912,150.26181170419682,anti-conservative,0.8602669404517453,0.6524562162921019,192.15,3140.7055595482543,593.0071428571432,anti-conservative,0.7938457065322737,0.24675135056212588,47.900000000000006,722.4789775150223,236.34444444444443
GSE112903,GSE112903_Table_S5_CD34+_SC.xlsx,anti-conservative,0.8746918285364268,0.5943813128298047,221.95000000000002,3688.619175529539,604.133715704942,anti-conservative,0.8715900755634312,0.3010493806579278,48.800000000000004,808.1383180624133,136.60284263863412,anti-conservative,0.8184208823909951,0.5664927926412026,221.95000000000002,3451.321782086946,935.6166666666659,anti-conservative,0.8332365546799392,0.26887698372586677,48.800000000000004,772.5769334992395,185.56923076923078
GSE106860,GSE106860_processed_data.txt.gz,anti-conservative,0.9070564270556796,0.21469989441706178,188.95000000000002,3256.377925951242,367.8625321380091,NA,NA,NA,NA,NA,NA,anti-conservative,0.8624004804392587,0.1740362811791383,188.95000000000002,3096.0608448009602,572.8071428571434,NA,NA,NA,NA,NA,NA
GSE91388,GSE91388_DESeq2_output.txt.gz,anti-conservative,0.8080941896852974,0.4577702432614821,350.1,5375.36174036763,1579.6899370474403,anti-conservative,0.8055965789992069,0.4185559765701665,49.75,761.4901662990003,228.10403928140386,anti-conservative,0.7133404825737265,0.3857453395691984,350.1,4745.069556032171,2673.1000000000004,anti-conservative,0.7495577650359888,0.37508576656247616,49.75,708.5194774002684,315.8269230769231
GSE112903,GSE112903_Table_S6_Inmt+_SC.xlsx,anti-conservative,0.8178697074604905,0.5906779827077887,203.70000000000002,3165.401128784336,861.8718419152551,anti-conservative,0.8550158399564838,0.3350954328088142,45.6,740.7857237382975,146.91456039936713,anti-conservative,0.7592297129405612,0.5590635181501025,203.70000000000002,2938.4467579938537,1227.3666666666654,anti-conservative,0.8079577245881254,0.29636920384951876,45.6,700.0145725831519,205.9333333333335
GSE60968,GSE60968_VEC_vs_CRE_DE.txt.gz,anti-conservative,0.8568121013561226,0.3791609091407188,369.70000000000005,6018.505243555812,1173.8801947968077,NA,NA,NA,NA,NA,NA,anti-conservative,0.790579628587507,0.3271488072699735,369.70000000000005,5553.268485087225,1860.7000000000007,NA,NA,NA,NA,NA,NA
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ SC,anti-conservative,0.862991536176021,0.5210329324208058,265.65000000000003,4355.820330118039,801.3168622095409,anti-conservative,0.8819798680135154,0.2194049495368407,55.150000000000006,924.182604697962,140.21566680492856,anti-conservative,0.8027768540073162,0.48510657306005767,265.65000000000003,4051.895754073827,1240.0136363636366,anti-conservative,0.8317736814252954,0.17228792524456127,55.150000000000006,871.5740520814957,211.92777777777792
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ Inmt+ SC,anti-conservative,0.7844251122539115,0.605510687844382,188.60000000000002,2810.908947250666,984.7862347620567,anti-conservative,0.8717259542000172,0.26948006567317356,48.800000000000004,808.2643047342559,136.4370243798595,anti-conservative,0.6703313735970068,0.538366641993585,188.60000000000002,2402.065444147514,1762.3142857142866,anti-conservative,0.8100848726909634,0.21389324960753534,48.800000000000004,751.1106939590612,217.37142857142874
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ TRC,anti-conservative,0.7882267661247041,0.6185498003087687,183.25,2744.4085429546885,935.4433124244579,anti-conservative,0.865773184876344,0.30892141481863555,45.85,754.2183100050271,135.06042002406662,anti-conservative,0.6307518115942029,0.5233160621761658,183.25,2196.120120018116,2038.25,anti-conservative,0.8172138836772983,0.26785714285714285,45.85,711.9158747654784,194.85000000000002
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ CD34+ SC,anti-conservative,0.8752262197357583,0.8174109446211356,82.25,1367.7597748920564,222.7883725499148,anti-conservative,0.8158234009612244,0.49029766396651137,32.15,498.34572447716397,137.9027316331949,anti-conservative,0.7626891166422647,0.7904693731465385,82.25,1191.892417032699,486.24999999999955,anti-conservative,0.7216184288245718,0.4237576582709326,32.15,440.8006172474897,235.64999999999998
GSE50535,GSE50535_diffexp_1.txt.gz-set-0,anti-conservative,0.9941920339917941,0.6302199984175768,459.85,8686.404929791404,51.04151760786954,NA,NA,NA,NA,NA,NA,anti-conservative,0.9694748814114124,0.6207923083396449,459.85,8470.447460123722,275.09999999999854,NA,NA,NA,NA,NA,NA
GSE50535,GSE50535_diffexp_1.txt.gz-set-1,anti-conservative,0.9660205096961305,0.6407879295515052,434.05,7966.722842438502,290.08406627892873,NA,NA,NA,NA,NA,NA,anti-conservative,0.9744136586518578,0.6438820163258436,434.05,8035.9407222189375,216.5500000000011,NA,NA,NA,NA,NA,NA
GSE112903,GSE112903_Table_S8_FDC.xlsx,anti-conservative,0.8655525786003853,0.6385793250453498,201.05,3306.3675726245415,593.3578618712345,anti-conservative,0.8601181492857113,0.3439766893465055,45.2,738.6694666065688,139.66747881461868,anti-conservative,0.7817265058323292,0.5998234742809307,201.05,2986.156165954206,1066.605555555555,anti-conservative,0.8163498098859315,0.3088042049934297,45.2,701.0812167300379,193.20000000000005
GSE52153,GSE52153_czt-1DMSOvsczt-1STS.txt.gz,anti-conservative,0.9225191429949375,0.54817227066652785,212.60000000000002,3726.4238262137505,339.2625249706789,NA,NA,NA,NA,NA,NA,anti-conservative,0.8026565580911912,0.4806997769540335,212.60000000000002,3242.2509007535573,993.1384615384613,NA,NA,NA,NA,NA,NA
GSE50535,GSE50535_diffexp_2.txt.gz,anti-conservative,0.8150567700077012,0.5558708977138126,573.45,8880.491790457409,2472.2918497119554,NA,NA,NA,NA,NA,NA,anti-conservative,0.9485297104883876,0.6183667969773821,573.45,10334.752887111752,591.2277777777781,NA,NA,NA,NA,NA,NA
GSE50535,GSE50535_diffexp_3.txt.gz-set-0,anti-conservative,0.8807086873897269,0.611213234305757,562.45,9411.737423224686,1447.4849573173233,NA,NA,NA,NA,NA,NA,anti-conservative,0.8922187434773533,0.6162287728292214,562.45,9534.740213107909,1290.9500000000007,NA,NA,NA,NA,NA,NA
GSE50535,GSE50535_diffexp_3.txt.gz-set-1,anti-conservative,0.8700385046139943,0.30210397794291627,997.4000000000001,16487.75168553796,2830.7348484015856,NA,NA,NA,NA,NA,NA,anti-conservative,0.8400833407216951,0.27721884011534764,997.4000000000001,15920.083356680554,3607.4000000000015,NA,NA,NA,NA,NA,NA
GSE113231,GSE113231_pde_expression_data_112413.txt.gz,anti-conservative,NA,0.9288756995579772,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,0.8994708994708994,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE52153,GSE52153_wtDMSOvswtSTS.txt.gz,anti-conservative,0.9515209086113094,0.7136974457294667,138.95000000000002,2512.0627747792873,134.50805343573847,NA,NA,NA,NA,NA,NA,anti-conservative,0.7621705778034394,0.6425696891077141,138.95000000000002,2012.16843392997,823.8071428571434,NA,NA,NA,NA,NA,NA
GSE70488,GSE70488_Day_vs_Night_sSeq.txt.gz,anti-conservative,0.47795549712059643,0.3529089123932393,399.90000000000003,3631.5536626720036,8298.98674923529,NA,NA,NA,NA,NA,NA,anti-conservative,0.3095327331242107,8.141002157365572e-4,399.90000000000003,2351.860659551065,16948.9,NA,NA,NA,NA,NA,NA
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-2,anti-conservative,0.5407769432138091,0.2877646739895891,185.10000000000002,1901.858431588645,2986.520761801062,NA,NA,NA,NA,NA,NA,anti-conservative,0.42936149432303744,0.1029460081042602,185.10000000000002,1510.0214393846902,4674.1,NA,NA,NA,NA,NA,NA
GSE72491,GSE72491_PCBP2_KO_v_WT_DESeq_gencode.all.name.txt.gz,anti-conservative,0.7838777298963152,0.7247682923675292,176.55,2629.478651050694,924.8525902696565,anti-conservative,0.7636007554829303,0.6822495421185618,25.400000000000002,368.5137245960621,149.40566072618054,anti-conservative,0.6253635346756151,0.6550038590172369,176.55,2097.7507088926172,2009.550000000001,anti-conservative,0.6424197603904747,0.6223116027037595,25.400000000000002,310.03177636444303,268.6222222222223
GSE51645,GSE51645_ASE_processed_data.txt.gz,anti-conservative,NA,0.9750364419157411,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,0.926795166283831,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE36959,GSE36959_gene_exp_diff.txt.gz,anti-conservative,0.7821858818950423,0.6410026749762097,176.95000000000002,2629.7480442252267,936.2249725098422,NA,NA,NA,NA,NA,NA,anti-conservative,0.6479186741183273,0.5666082017873549,176.95000000000002,2178.334978319522,1826.9499999999994,NA,NA,NA,NA,NA,NA
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_sp-DCs.csv.gz,anti-conservative,0.8937507397826691,0.29491545895327953,863.2,14658.227133027598,1949.730265281949,anti-conservative,0.9157086748311922,0.1329900073569473,87.75,1526.7152881123052,153.47098455041055,anti-conservative,0.8317679277817223,0.24237301160378083,863.2,13641.65942996247,3317.2000000000007,anti-conservative,0.8946219512195122,0.11255411255411256,87.75,1491.5584481707317,196.38636363636374
GSE51645,GSE51645_DE_processed_data.txt.gz,anti-conservative,0.8272413060518089,0.7602970032284229,60.5,950.9138813065543,240.05827228483258,NA,NA,NA,NA,NA,NA,anti-conservative,0.6854502087060227,0.7107124374676557,60.5,787.9250149075731,527.5,NA,NA,NA,NA,NA,NA
GSE110512,GSE110512_gene_exp.txt.gz,anti-conservative,0.8513896670763733,0.7105032477864673,563.35,9112.977010002023,1868.3254583770831,NA,NA,NA,NA,NA,NA,anti-conservative,0.7723076965771408,0.6808596566120688,563.35,8266.511276467912,3155.657692307688,NA,NA,NA,NA,NA,NA
GSE119333,GSE119333_BSGX001-vs-BSGX001_thi2.DESeq.diff.txt.gz,anti-conservative,0.8533930304305042,0.38336987843010156,164.10000000000002,2660.794129579269,535.6334703016482,anti-conservative,0.8770895099255495,0.2542317549292331,75.05,1250.6857866783373,199.8247742542717,anti-conservative,0.7940016205579348,0.3372458764863828,164.10000000000002,2475.6176527375846,808.9181818181823,anti-conservative,0.8334458023379383,0.2151793160967473,75.05,1188.4520418437833,284.95909090909095
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_t-DCs.csv.gz,anti-conservative,0.8901440183027757,0.2738925095153316,847.25,14329.315870633507,1986.6831580111502,anti-conservative,0.9254761700614561,0.10694621132695788,91.35000000000001,1606.302714567166,139.7629562133884,anti-conservative,0.8383808134992969,0.22906127037661608,847.25,13496.044740508307,3103.25,anti-conservative,0.907421577946768,0.08917748917748917,91.35000000000001,1574.9662617633078,177.07727272727288
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_mTECs.csv.gz,anti-conservative,0.8937507397826691,0.29491545895327953,863.2,14658.227133027598,1949.730265281949,anti-conservative,0.9157086748311922,0.1329900073569473,87.75,1526.7152881123052,153.47098455041055,anti-conservative,0.8317679277817223,0.24237301160378083,863.2,13641.65942996247,3317.2000000000007,anti-conservative,0.8946219512195122,0.11255411255411256,87.75,1491.5584481707317,196.38636363636374
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_t-DCs.csv.gz,anti-conservative,0.9667191821997051,0.5150291477964629,560.45,10294.157547612669,366.59296609893863,anti-conservative,0.898663732008635,0.22376813069749454,77.10000000000001,1316.4525010194493,165.18692553526148,anti-conservative,0.8825357265483477,0.4687686724405784,560.45,9397.725810936407,1417.3071428571438,anti-conservative,0.8596830985915492,0.18857142857142858,77.10000000000001,1259.3497711267603,239.10000000000014
GSE59571,GSE59571_S13113_genesdiff.xlsx,anti-conservative,0.8994989056906327,0.6950805445253958,380.65000000000003,6505.490910571647,808.0711214098383,NA,NA,NA,NA,NA,NA,anti-conservative,0.910662313600633,0.6988184177307769,380.65000000000003,6586.228583769537,709.5071428571446,NA,NA,NA,NA,NA,NA
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D5.5MUT_D5.5WT.anno,anti-conservative,0.9438107245077526,0.05282829794504338,661.9000000000001,11869.458052481947,748.7115045091305,NA,NA,NA,NA,NA,NA,anti-conservative,0.9408494959507733,0.04984717088427637,661.9000000000001,11832.217346026518,790.6500000000015,NA,NA,NA,NA,NA,NA
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D5.5MUT.anno,anti-conservative,0.9410892651407752,0.05008779385619149,635.6,11364.970401546057,755.963992796711,NA,NA,NA,NA,NA,NA,anti-conservative,0.93483389604435,0.043731529407745266,635.6,11289.428062189987,841.8307692307699,NA,NA,NA,NA,NA,NA
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5WT_D5.5WT.anno,anti-conservative,0.9410907444449289,0.057920104478042585,633.3000000000001,11323.862600682494,753.2083420240069,NA,NA,NA,NA,NA,NA,anti-conservative,0.9292018996872465,0.04586648983200707,633.3000000000001,11180.80769836673,916.8000000000011,NA,NA,NA,NA,NA,NA
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D7.5WT.anno,anti-conservative,0.9411764517575572,0.042168855326604054,616.95,11032.517426324672,732.6283741881671,NA,NA,NA,NA,NA,NA,anti-conservative,0.9336018332814434,0.03439765648486713,616.95,10943.727369816743,833.6772727272728,NA,NA,NA,NA,NA,NA
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_mTECs.csv.gz,anti-conservative,0.8901440183027757,0.2738925095153316,847.25,14329.315870633507,1986.6831580111502,anti-conservative,0.9254761700614561,0.10694621132695788,91.35000000000001,1606.302714567166,139.7629562133884,anti-conservative,0.8383808134992969,0.22906127037661608,847.25,13496.044740508307,3103.25,anti-conservative,0.907421577946768,0.08917748917748917,91.35000000000001,1574.9662617633078,177.07727272727288
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,anti-conservative,NA,0.6644385318934384,NA,NA,NA,anti-conservative,0.8511802449728221,0.5661324934047992,42.45,686.5194265828296,141.0166344039186,anti-conservative,0.9920302812980664,0.618476902971238,650.95,12269.480120608549,99.36176470588362,anti-conservative,0.7915112855740922,0.5334249084249084,42.45,638.393427379784,212.45000000000005
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsGFP.csv.gz,anti-conservative,0.8029169652635851,0.6554714705253324,192.3,2933.617715983561,896.8328173014097,anti-conservative,0.7548377316804861,0.5923158493608037,39.050000000000004,560.0518550203366,240.97648719110225,anti-conservative,0.6791985340981518,0.5927143722419314,192.3,2481.587684034417,1725.7285714285708,anti-conservative,0.5999364675984752,0.4870533862653315,39.050000000000004,445.1228621346886,494.76428571428585
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-1,anti-conservative,0.9714608461042297,0.5126867670827071,252.4,4658.737633577443,140.88304945217715,NA,NA,NA,NA,NA,NA,anti-conservative,0.8605574829525061,0.44988483053636064,252.4,4126.889465247038,777.0666666666675,NA,NA,NA,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-2,anti-conservative,NA,0.3686701102526303,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,0.9194331409103814,0.3045738729845344,340.90000000000003,5955.260396990631,567.5666666666666,NA,NA,NA,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-3,anti-conservative,NA,0.36309023011773794,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,0.9189664883131512,0.2989141164856861,343.5,5997.634785975782,575.5,NA,NA,NA,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-4,anti-conservative,NA,0.39786803354827666,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,0.9185706537816782,0.3326094109904574,326.85,5704.461545582289,550.5166666666673,NA,NA,NA,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-5,anti-conservative,0.9978991761574312,0.5790712804024437,223.95000000000002,4246.110889508678,8.957929523245184,NA,NA,NA,NA,NA,NA,anti-conservative,0.8709166666666668,0.5176984910449867,223.95000000000002,3705.793962500001,630.6642857142851,NA,NA,NA,NA,NA,NA
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_sp-DCs.csv.gz,anti-conservative,0.9667191821997051,0.5150291477964629,560.45,10294.157547612669,366.59296609893863,anti-conservative,0.898663732008635,0.22376813069749454,77.10000000000001,1316.4525010194493,165.18692553526148,anti-conservative,0.8825357265483477,0.4687686724405784,560.45,9397.725810936407,1417.3071428571438,anti-conservative,0.8596830985915492,0.18857142857142858,77.10000000000001,1259.3497711267603,239.10000000000014
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz,anti-conservative,0.816276582545976,0.5581039242738474,250.75,3888.9457083946663,1072.313368191024,anti-conservative,0.7884896360335063,0.47828790612616623,52.2,782.0240210180315,266.0478583298134,anti-conservative,0.7099316672343324,0.4919096651380116,250.75,3382.2919456211685,1946.6071428571431,anti-conservative,0.6752553143202966,0.3908014194202498,52.2,669.7182207428701,476.97777777777765
GSE74176,GSE74176_wt-SPL_line1-SPL_annotated.txt.gz,anti-conservative,NA,0.8480900024715244,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,0.8118468531796242,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTPvsGFP.csv.gz,anti-conservative,0.794252589904219,0.745006540824305,127.7,1927.0950588846063,628.5216409248269,anti-conservative,0.725610780710544,0.694817951476797,28.1,387.40359582135943,201.89391898944234,anti-conservative,0.6640120415982483,0.694991652754591,127.7,1611.0924165298297,1227.7000000000007,anti-conservative,0.603276836158192,0.6329323931978432,28.1,322.0895028248587,351.1
GSE33736,GSE33736_HAmCqG0_G8expression.txt.gz,anti-conservative,0.8417713080848055,0.5952606378479599,338.6,5415.451533432787,1209.2933755169734,NA,NA,NA,NA,NA,NA,anti-conservative,0.6992717504386577,0.5127817159803603,338.6,4498.6948792720605,2766.7428571428572,NA,NA,NA,NA,NA,NA
GSE111189,GSE111189_diff-Deseq2-R-Oil-vs-85-Oil.txt.gz,anti-conservative,0.7863489995929793,0.5695824635120064,349.20000000000005,5217.268342499498,1802.674967774139,anti-conservative,0.8235031781390283,0.40548581908730447,54.550000000000004,853.5198689821959,222.1365209921762,anti-conservative,0.6678592485008843,0.49321896794222464,349.20000000000005,4431.112541953667,3299.6285714285714,anti-conservative,0.7546799496921957,0.35126894834027567,54.550000000000004,782.1880338584762,336.91363636363644
GSE116916,GSE116916_Processed_data_Wareham2.txt.gz,anti-conservative,NA,0.9889145587504008,NA,NA,NA,anti-conservative,NA,0.9339023874593448,NA,NA,NA,anti-conservative,NA,0.9634719499843337,NA,NA,NA,anti-conservative,NA,0.9315673289183223,NA,NA,NA
GSE116915,GSE116915_Microbead_vs_control_raw_data_RNAseq_mouse.define_DESeq2.txt.gz,anti-conservative,NA,0.8804598022081321,NA,NA,NA,anti-conservative,0.7793721552125175,0.5101335956889396,42.7,632.3046295239154,229.66610916100353,anti-conservative,NA,0.8344641074370651,NA,NA,NA,anti-conservative,0.6916453537936913,0.448,42.7,561.1318755328217,361.70000000000005
GSE70228,GSE70228_ThermococcusIsoforms_exp.diff.xlsx,anti-conservative,NA,0.8512010050492634,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,0.8270676691729323,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83218,GSE83218_HSC.txt.gz,anti-conservative,0.7591656521750908,0.8810709474044911,46.550000000000004,671.444061066259,280.57899922560534,anti-conservative,0.5946957567283441,0.7689746913969264,20.5,231.63399724569,265.4567498897136,anti-conservative,0.5479863692688971,0.8352388730093916,46.550000000000004,484.666544299876,729.5500000000001,anti-conservative,0.4474154435226548,0.692925729962767,20.5,174.26831525207405,481.05555555555554
