Accession,PDAT,suppdata_id,Type,pi0,SRP,fp,rs,ud,QCType,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist,model,taxon,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,citations,source,issn,total_cites,IF,impact_factor_without_journal_self_cites,5-year_impact_factor,immediacy_index,citable_items,cited_half-life,citing_half-life,eigenfactor_score,article_influence_score,%_articles_in_citable_items,average_journal_impact_factor_percentile,normalized_eigenfactor
GSE83214,2017-09-07,GSE83214_ENAP1ox_ein3eil1_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Arabidopsis thaliana,28874528,2017 Sep 19,2017 Sep 5,Proc Natl Acad Sci U S A,Zhang FWang LQi BZhao BKo EERiggan NDChin KQiao H,Qiao H,EIN2 mediates direct regulation of histone acetylation in the ethylene response.,114,38,10274-10279,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28874528170793711410.1073/pnas.1707937114PMC56172892887452828874528pmc-id: PMC5617289;,10.1073/pnas.1707937114,2017/09/07 06:002018/06/09 06:002017/09/07 06:00,NA,1,12,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1707937114,2017 Sep 19;114(38):10274-10279,20,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83217,2017-06-10,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siBdnf,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83217,2017-06-10,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siHdac4,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83218,2016-10-28,GSE83218_HSC.txt.gz,anti-conservative,0.8810709474044911,0.7591656521750908,46.550000000000004,671.444061066259,280.57899922560534,NA,NA,NA,0.5946957567283441,0.7689746913969264,20.5,231.63399724569,265.4567498897136,0.5479863692688971,0.8352388730093916,46.550000000000004,484.666544299876,729.5500000000001,0.4474154435226548,0.692925729962767,20.5,174.26831525207405,481.05555555555554,Human and mouse,Mus musculus,27806947,2017 Jan 5,2016 Nov 2,Blood,Cantor DJDavid G,David G,The chromatin-associated Sin3B protein is required for hematopoietic stem cell functions in mice.,129,1,60-70,English,7603509,0006-4971,1528-0020,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27806947blood-2016-06-72174610.1182/blood-2016-06-721746PMC52162652780694727806947pmc-id: PMC5216265;,10.1182/blood-2016-06-721746,2016/06/10 00:002016/10/25 00:002016/11/04 06:002017/08/15 06:002016/11/04 06:00,Blood. 2017 Jan 5;129(1):4-5. PMID: 28057669,1,3,blood,doi: 10.1182/blood-2016-06-721746,2017 Jan 5;129(1):60-70,5,blood,0006-4971,161962,13.164,12.179,10.891,3.215,622,7.8,6.1,0.31332,4.024,86.330,97.857,35.93507
GSE83265,2017-01-18,GSE83265_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28112734,2017 Mar,2017 Jan 23,Nat Med,Zhao XGuo YJiang CChang QZhang SLuo TZhang BJia XHung MCDong CLin X,Lin X,JNK1 negatively controls antifungal innate immunity by suppressing CD23 expression.,23,3,337-346,English,9502015,1078-8956,1546-170X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28112734nm.426010.1038/nm.4260PMC5592785NIHMS8348422811273428112734pmc-id: PMC5592785;manuscript-id: NIHMS834842;,10.1038/nm.4260,2016/05/25 00:002016/12/06 00:002017/01/24 06:002017/08/08 06:002017/01/24 06:00,Nat Rev Immunol. 2017 Feb 27;17(3):148-149. PMID: 28239167,1,12,nature medicine,doi: 10.1038/nm.4260,2017 Mar;23(3):337-346,29,nat med,1078-8956,70491,29.886,29.476,32.261,6.701,157,8.1,5.0,0.17847,14.878,96.820,99.259,20.47254
GSE83360,2018-12-31,GSE83360_hg19_CsiRNA_RNF2siRNA_Cuffdiff_on_data_1__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens; Mus musculus,28855339,2017 Sep 19,2017 Aug 30,Proc Natl Acad Sci U S A,Zhang ZJones AEWu WKim JKang YBi XGu YPopov IKRenfrow MBVassylyeva MNVassylyev DGGiles KEChen DKumar AFan YTong YLiu CFAn WChang CLuo JChow LTWang H,Wang H,Role of remodeling and spacing factor 1 in histone H2A ubiquitination-mediated gene silencing.,114,38,E7949-E7958,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28855339171115811410.1073/pnas.1711158114PMC56173062885533928855339pmc-id: PMC5617306;,10.1073/pnas.1711158114,2017/09/01 06:002018/06/06 06:002017/09/01 06:00,NA,1,4,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1711158114,2017 Sep 19;114(38):E7949-E7958,NA,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83360,2018-12-31,GSE83360_hg19_CsiRNA_Rsf1siRNA_Cuffdiff_on_data_1__data_2__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens; Mus musculus,28855339,2017 Sep 19,2017 Aug 30,Proc Natl Acad Sci U S A,Zhang ZJones AEWu WKim JKang YBi XGu YPopov IKRenfrow MBVassylyeva MNVassylyev DGGiles KEChen DKumar AFan YTong YLiu CFAn WChang CLuo JChow LTWang H,Wang H,Role of remodeling and spacing factor 1 in histone H2A ubiquitination-mediated gene silencing.,114,38,E7949-E7958,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28855339171115811410.1073/pnas.1711158114PMC56173062885533928855339pmc-id: PMC5617306;,10.1073/pnas.1711158114,2017/09/01 06:002018/06/06 06:002017/09/01 06:00,NA,1,4,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1711158114,2017 Sep 19;114(38):E7949-E7958,NA,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83360,2018-12-31,GSE83360_hg19_Rsf1siRNA_RNF2siRNA_Cuffdiff_on_data_2__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens; Mus musculus,28855339,2017 Sep 19,2017 Aug 30,Proc Natl Acad Sci U S A,Zhang ZJones AEWu WKim JKang YBi XGu YPopov IKRenfrow MBVassylyeva MNVassylyev DGGiles KEChen DKumar AFan YTong YLiu CFAn WChang CLuo JChow LTWang H,Wang H,Role of remodeling and spacing factor 1 in histone H2A ubiquitination-mediated gene silencing.,114,38,E7949-E7958,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28855339171115811410.1073/pnas.1711158114PMC56173062885533928855339pmc-id: PMC5617306;,10.1073/pnas.1711158114,2017/09/01 06:002018/06/06 06:002017/09/01 06:00,NA,1,4,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1711158114,2017 Sep 19;114(38):E7949-E7958,NA,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83360,2018-12-31,GSE83360_mESC_V6.5_gene_differential_expression_testing_.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens; Mus musculus,28855339,2017 Sep 19,2017 Aug 30,Proc Natl Acad Sci U S A,Zhang ZJones AEWu WKim JKang YBi XGu YPopov IKRenfrow MBVassylyeva MNVassylyev DGGiles KEChen DKumar AFan YTong YLiu CFAn WChang CLuo JChow LTWang H,Wang H,Role of remodeling and spacing factor 1 in histone H2A ubiquitination-mediated gene silencing.,114,38,E7949-E7958,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28855339171115811410.1073/pnas.1711158114PMC56173062885533928855339pmc-id: PMC5617306;,10.1073/pnas.1711158114,2017/09/01 06:002018/06/06 06:002017/09/01 06:00,NA,1,4,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1711158114,2017 Sep 19;114(38):E7949-E7958,NA,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83360,2018-12-31,GSE83360_mESC_V6.5_transcript_differential_expression_testing_.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens; Mus musculus,28855339,2017 Sep 19,2017 Aug 30,Proc Natl Acad Sci U S A,Zhang ZJones AEWu WKim JKang YBi XGu YPopov IKRenfrow MBVassylyeva MNVassylyev DGGiles KEChen DKumar AFan YTong YLiu CFAn WChang CLuo JChow LTWang H,Wang H,Role of remodeling and spacing factor 1 in histone H2A ubiquitination-mediated gene silencing.,114,38,E7949-E7958,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28855339171115811410.1073/pnas.1711158114PMC56173062885533928855339pmc-id: PMC5617306;,10.1073/pnas.1711158114,2017/09/01 06:002018/06/06 06:002017/09/01 06:00,NA,1,4,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1711158114,2017 Sep 19;114(38):E7949-E7958,NA,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83375,2016-11-20,GSE83375_GB_glia.FPKM.txt.gz,anti-conservative,0.6557944327219721,0.8022840240466113,198,3018.1924984633515,927.1124430285736,NA,NA,NA,NA,NA,NA,NA,NA,0.6907724685376914,0.6002292503063259,198,2598.686026638795,1684.076923076922,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,27634414,2016 Sep 16,2016 Sep 16,Sci Rep,Ye YGu LChen XShi JZhang XJiang C,Jiang C,Chromatin remodeling during the in vivo glial differentiation in early Drosophila embryos.,6,NA,33422,English,101563288,NA,2045-2322,Journal Article,PubMed - indexed for MEDLINE,epublish,27634414srep3342210.1038/srep33422PMC50257322763441427634414pmc-id: PMC5025732;,10.1038/srep33422,2016/08/01 00:002016/08/26 00:002016/09/17 06:002016/09/17 06:002018/06/05 06:00,NA,1,2,scientific reports,doi: 10.1038/srep33422,2016 Sep 16;6:33422,NA,sci rep-uk,2045-2322,101255,4.259,3.781,4.847,0.647,20517,2.0,7.1,0.38736,1.484,99.790,85.156,44.41661
GSE83405,2016-09-12,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,27515512,2016 Oct 14,2016 Aug 11,Nucleic Acids Res,Anastasakis DSkeparnias IShaukat ANGrafanaki KKanellou ATaraviras SPapachristou DJPapakyriakou AStathopoulos C,Stathopoulos C,Mammalian PNLDC1 is a novel poly(A) specific exonuclease with discrete expression during early development.,44,18,8908-8920,English,0411011,0305-1048,1362-4962,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27515512gkw70910.1093/nar/gkw709PMC50629882751551227515512pmc-id: PMC5062988;,10.1093/nar/gkw709,2016/08/02 00:002016/07/07 00:002016/08/16 06:002017/06/07 06:002016/08/13 06:00,NA,1,6,nucleic acids research,NA,2016 Oct 14;44(18):8908-8920,8,nucleic acids res,0305-1048,156800,10.162,9.404,9.338,2.702,1270,7.4,6.9,0.37474,3.839,100.000,95.345,42.99277
GSE83406,2016-12-05,GSE83406_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,27903907,2017 Mar 17,NA,Nucleic Acids Res,Ali TKrüger MBhuju SJarek MBartkuhn MRenkawitz R,Renkawitz R,Chromatin binding of Gcn5 in Drosophila is largely mediated by CP190.,45,5,2384-2395,English,0411011,0305-1048,1362-4962,Journal Article,PubMed - indexed for MEDLINE,ppublish,27903907gkw117810.1093/nar/gkw1178PMC53896062790390727903907pmc-id: PMC5389606;,10.1093/nar/gkw1178,2016/06/16 00:002016/11/17 00:002016/12/03 06:002017/08/09 06:002016/12/02 06:00,NA,1,3,nucleic acids research,doi: 10.1093/nar/gkw1178,2017 Mar 17;45(5):2384-2395,NA,nucleic acids res,0305-1048,156800,10.162,9.404,9.338,2.702,1270,7.4,6.9,0.37474,3.839,100.000,95.345,42.99277
GSE83455,2017-06-26,GSE83455_cuffdiff_alltimepoints.xlsx,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Saccharomyces cerevisiae,28916784,2017 Sep 15,2017 Sep 15,Nat Commun,Loll-Krippleber RBrown GW,Brown GW,P-body proteins regulate transcriptional rewiring to promote DNA replication stress resistance.,8,1,558,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2891678410.1038/s41467-017-00632-210.1038/s41467-017-00632-2PMC56019202891678428916784pmc-id: PMC5601920;,10.1038/s41467-017-00632-2,2016/12/08 00:002017/07/12 00:002017/09/17 06:002017/09/17 06:002018/01/10 06:00,NA,1,3,nature communications,doi: 10.1038/s41467-017-00632-2,2017 Sep 15;8(1):558,NA,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE83541,2017-01-11,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,anti-conservative,0.8198490877512481,0.9422518414449941,141.9,2540.4051897198483,165.2369392469268,NA,NA,NA,0.7844452360966607,0.7048283929226973,8.75,130.41402050106984,45.68321388150335,0.8523869743914008,0.8008562614115722,141.9,2298.1205216566555,466.8999999999992,0.6809231253938249,0.6599528605099636,8.75,113.2034695967234,77.90384615384613,Human and mouse,Mus musculus,27624101,2016 Nov 1,2016 Sep 13,Am J Physiol Endocrinol Metab,Charrier AWang LStephenson EJGhanta SVKo CWCroniger CMBridges DBuchner DA,Buchner DA,Zinc finger protein 407 overexpression upregulates PPAR target gene expression and improves glucose homeostasis in mice.,311,5,E869-E880,English,100901226,0193-1849,1522-1555,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27624101ajpendo.00234.201610.1152/ajpendo.00234.2016PMC51303582762410127624101pmc-id: PMC5130358;,10.1152/ajpendo.00234.2016,2016/06/17 00:002016/08/16 00:002016/09/10 00:002016/09/15 06:002017/06/29 06:002016/09/15 06:00,NA,1,4,american journal of physiology. endocrinology and metabolism,doi: 10.1152/ajpendo.00234.2016,2016 Nov 1;311(5):E869-E880,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83555,2016-07-21,GSE83555_WT-KO-mm9-gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,27452471,2016 Aug 2,2016 Jul 21,Cell Rep,Chenette DMCadwallader ABAntwine TLLarkin LCWang JOlwin BBSchneider RJ,Schneider RJ,"Targeted mRNA Decay by RNA Binding Protein AUF1 Regulates Adult Muscle Stem Cell Fate, Promoting Skeletal Muscle Integrity.",16,5,1379-1390,English,101573691,NA,2211-1247,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27452471S2211-1247(16)30864-610.1016/j.celrep.2016.06.095PMC5323095NIHMS8049442745247127452471pmc-id: PMC5323095;manuscript-id: NIHMS804944;,10.1016/j.celrep.2016.06.095,2016/03/03 00:002016/05/26 00:002016/06/29 00:002016/07/26 06:002016/07/28 06:002017/11/29 06:00,NA,1,4,cell reports,doi: 10.1016/j.celrep.2016.06.095,2016 Aug 2;16(5):1379-1390,8,cell rep,2211-1247,20705,8.282,8.046,8.728,1.429,1062,2.5,6.5,0.15837,5.023,100.000,86.579,18.17468
GSE83560,2017-06-09,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,28489070,2017 May 10,2017 May 10,Nat Commun,Kim YHChoi YWLee JSoh EYKim JHPark TJ,Park TJ,Senescent tumor cells lead the collective invasion in thyroid cancer.,8,NA,15208,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,28489070ncomms1520810.1038/ncomms15208PMC54362232848907028489070pmc-id: PMC5436223;,10.1038/ncomms15208,2016/07/16 00:002017/03/09 00:002017/05/11 06:002017/05/11 06:002018/11/27 06:00,NA,1,16,nature communications,doi: 10.1038/ncomms15208,2017 May 10;8:15208,NA,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE83560,2017-06-09,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,28489070,2017 May 10,2017 May 10,Nat Commun,Kim YHChoi YWLee JSoh EYKim JHPark TJ,Park TJ,Senescent tumor cells lead the collective invasion in thyroid cancer.,8,NA,15208,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,28489070ncomms1520810.1038/ncomms15208PMC54362232848907028489070pmc-id: PMC5436223;,10.1038/ncomms15208,2016/07/16 00:002017/03/09 00:002017/05/11 06:002017/05/11 06:002018/11/27 06:00,NA,1,16,nature communications,doi: 10.1038/ncomms15208,2017 May 10;8:15208,NA,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE83560,2017-06-09,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,28489070,2017 May 10,2017 May 10,Nat Commun,Kim YHChoi YWLee JSoh EYKim JHPark TJ,Park TJ,Senescent tumor cells lead the collective invasion in thyroid cancer.,8,NA,15208,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,28489070ncomms1520810.1038/ncomms15208PMC54362232848907028489070pmc-id: PMC5436223;,10.1038/ncomms15208,2016/07/16 00:002017/03/09 00:002017/05/11 06:002017/05/11 06:002018/11/27 06:00,NA,1,16,nature communications,doi: 10.1038/ncomms15208,2017 May 10;8:15208,NA,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE83567,2016-12-31,GSE83567_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28663935,2017,2017 Jun 27,PeerJ,Fernández-Calleja VHernández PSchvartzman JBGarcía de Lacoba MKrimer DB,Krimer DB,Differential gene expression analysis by RNA-seq reveals the importance of actin cytoskeletal proteins in erythroleukemia cells.,5,NA,e3432,English,101603425,NA,2167-8359,Journal Article,PubMed,NA,2866393510.7717/peerj.34323432PMC54904622866393528663935pmc-id: PMC5490462;,10.7717/peerj.3432,2017/01/13 00:002017/05/17 00:002017/07/01 06:002017/07/01 06:002017/07/01 06:01,NA,1,2,peerj,doi: 10.7717/peerj.3432,2017;5:e3432,2,peerj,2167-8359,3993,2.177,2.031,2.354,0.345,1298,2.1,8.9,0.01776,0.822,98.920,69.531,2.03863
GSE83584,2016-07-01,GSE83584_processed_data_Day0.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,27452175,2016 Oct 6,2016 Jul 21,Cell Stem Cell,Przybyla LLakins JNWeaver VM,Weaver VM,Tissue Mechanics Orchestrate Wnt-Dependent Human Embryonic Stem Cell Differentiation.,19,4,462-475,English,101311472,1934-5909,1875-9777,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27452175S1934-5909(16)30193-X10.1016/j.stem.2016.06.018PMC5336327NIHMS8526442745217527452175pmc-id: PMC5336327;manuscript-id: NIHMS852644;,10.1016/j.stem.2016.06.018,2015/12/08 00:002016/05/12 00:002016/06/28 00:002016/07/28 06:002017/07/20 06:002016/07/26 06:00,Stem Cell Investig. 2016 Nov 14;3:77. PMID: 28066779,1,24,cell stem cell,doi: 10.1016/j.stem.2016.06.018,2016 Oct 6;19(4):462-475,46,cell stem cell,1934-5909,21524,23.394,22.343,23.121,7.425,113,4.8,4.8,0.09235,11.738,88.500,97.625,10.59900
GSE83584,2016-07-01,GSE83584_processed_data_Day3_5.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,27452175,2016 Oct 6,2016 Jul 21,Cell Stem Cell,Przybyla LLakins JNWeaver VM,Weaver VM,Tissue Mechanics Orchestrate Wnt-Dependent Human Embryonic Stem Cell Differentiation.,19,4,462-475,English,101311472,1934-5909,1875-9777,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27452175S1934-5909(16)30193-X10.1016/j.stem.2016.06.018PMC5336327NIHMS8526442745217527452175pmc-id: PMC5336327;manuscript-id: NIHMS852644;,10.1016/j.stem.2016.06.018,2015/12/08 00:002016/05/12 00:002016/06/28 00:002016/07/28 06:002017/07/20 06:002016/07/26 06:00,Stem Cell Investig. 2016 Nov 14;3:77. PMID: 28066779,1,24,cell stem cell,doi: 10.1016/j.stem.2016.06.018,2016 Oct 6;19(4):462-475,46,cell stem cell,1934-5909,21524,23.394,22.343,23.121,7.425,113,4.8,4.8,0.09235,11.738,88.500,97.625,10.59900
GSE83601,2016-08-26,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,27510991;28850112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83664,2017-05-23,GSE83664_NS_M_vs_Input.isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,28669490,2017 Jul 10,2017 Jun 29,Cancer Cell,Marchesini MOgoti YFiorini EAktas Samur ANezi LD'Anca MStorti PSamur MKGanan-Gomez IFulciniti MTMistry NJiang SBao NMarchica VNeri ABueso-Ramos CWu CJZhang LLiang HPeng XGiuliani NDraetta GClise-Dwyer KKantarjian HMunshi NOrlowski RGarcia-Manero GDePinho RAColla S,Colla S,ILF2 Is a Regulator of RNA Splicing and DNA Damage Response in 1q21-Amplified Multiple Myeloma.,32,1,88-100.e6,English,101130617,1535-6108,1878-3686,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28669490S1535-6108(17)30207-610.1016/j.ccell.2017.05.011PMC5593798NIHMS8981572866949028669490pmc-id: PMC5593798;manuscript-id: NIHMS898157;,10.1016/j.ccell.2017.05.011,2016/06/15 00:002017/01/20 00:002017/05/22 00:002017/07/04 06:002017/08/09 06:002017/07/04 06:00,NA,1,12,cancer cell,doi: 10.1016/j.ccell.2017.05.011,2017 Jul 10;32(1):88-100.e6,NA,cancer cell,1535-6108,32653,27.407,26.765,27.660,4.264,121,6.1,5.0,0.10279,12.785,95.870,98.272,11.79442
GSE83664,2017-05-23,GSE83664_NS_vs_Input.isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,28669490,2017 Jul 10,2017 Jun 29,Cancer Cell,Marchesini MOgoti YFiorini EAktas Samur ANezi LD'Anca MStorti PSamur MKGanan-Gomez IFulciniti MTMistry NJiang SBao NMarchica VNeri ABueso-Ramos CWu CJZhang LLiang HPeng XGiuliani NDraetta GClise-Dwyer KKantarjian HMunshi NOrlowski RGarcia-Manero GDePinho RAColla S,Colla S,ILF2 Is a Regulator of RNA Splicing and DNA Damage Response in 1q21-Amplified Multiple Myeloma.,32,1,88-100.e6,English,101130617,1535-6108,1878-3686,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28669490S1535-6108(17)30207-610.1016/j.ccell.2017.05.011PMC5593798NIHMS8981572866949028669490pmc-id: PMC5593798;manuscript-id: NIHMS898157;,10.1016/j.ccell.2017.05.011,2016/06/15 00:002017/01/20 00:002017/05/22 00:002017/07/04 06:002017/08/09 06:002017/07/04 06:00,NA,1,12,cancer cell,doi: 10.1016/j.ccell.2017.05.011,2017 Jul 10;32(1):88-100.e6,NA,cancer cell,1535-6108,32653,27.407,26.765,27.660,4.264,121,6.1,5.0,0.10279,12.785,95.870,98.272,11.79442
