Accession,annot,organism,taxid,organism2,taxid2
GSE93516,GPL16540,Canis lupus familiaris,9615,NA,NA
GSE93524,GPL13112,Mus musculus,10090,NA,NA
GSE93524,GPL19057,Mus musculus,10090,NA,NA
GSE93526,GPL11154,Homo sapiens,9606,NA,NA
GSE93528,GPL11154,Homo sapiens,9606,NA,NA
GSE93530,GPL16791,Homo sapiens,9606,NA,NA
GSE93533,GPL19057,Mus musculus,10090,NA,NA
GSE93537,GPL19057,Mus musculus,10090,NA,NA
GSE93540,GPL19694,Solanum lycopersicum,4081,NA,NA
GSE93543,GPL11154,Homo sapiens,9606,NA,NA
GSE93547,GPL22913,Vibrio parahaemolyticus RIMD 2210633,223926,NA,NA
GSE93555,GPL22915,Chlorocebus aethiops,9534,NA,NA
GSE93556,GPL19694,Solanum lycopersicum,4081,NA,NA
GSE93556,GPL22916,Solanum pennellii,28526,NA,NA
GSE93556,GPL24633,Solanum pennellii,28526,NA,NA
GSE93559,GPL16133,Gallus gallus,9031,NA,NA
GSE93560,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE93562,GPL18573,Homo sapiens,9606,NA,NA
GSE93566,GPL19057,Mus musculus,10090,NA,NA
GSE93573,GPL15103,Mus musculus,10090,NA,NA
GSE93574,GPL15103,Mus musculus,10090,NA,NA
GSE93578,GPL9115,Homo sapiens,9606,NA,NA
GSE93581,GPL21103,Mus musculus,10090,NA,NA
GSE93584,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE93590,GPL16791,Homo sapiens,9606,NA,NA
GSE93591,GPL17021,Mus musculus,10090,NA,NA
GSE93593,GPL16791,Homo sapiens,9606,NA,NA
GSE93594,GPL20301,Homo sapiens,9606,NA,NA
GSE93604,GPL13112,Mus musculus,10090,NA,NA
GSE93610,GPL11154,Homo sapiens,9606,NA,NA
GSE93614,GPL22923,Synechocystis sp. PCC 6803,1148,NA,NA
GSE93619,GPL16791,Homo sapiens,9606,NA,NA
GSE93620,GPL18573,Homo sapiens,9606,NA,NA
GSE93622,GPL21103,Mus musculus,10090,NA,NA
GSE93627,GPL18573,Homo sapiens,9606,NA,NA
GSE93629,GPL11154,Homo sapiens,9606,NA,NA
GSE93636,GPL11154,Homo sapiens,9606,NA,NA
GSE93650,GPL16791,Homo sapiens,9606,NA,NA
GSE93656,GPL11154,Homo sapiens,9606,NA,NA
GSE93657,GPL16791,Homo sapiens,9606,NA,NA
GSE93670,GPL17021,Mus musculus,10090,NA,NA
GSE93672,GPL16791,Homo sapiens,9606,NA,NA
GSE93674,GPL13112,Mus musculus,10090,NA,NA
GSE93675,GPL18573,Homo sapiens,9606,NA,NA
GSE93676,GPL11154,Homo sapiens,9606,NA,NA
GSE93676,GPL14844,Rattus norvegicus,10116,NA,NA
GSE93678,GPL17021,Mus musculus,10090,NA,NA
GSE93681,GPL18573,Homo sapiens,9606,NA,NA
GSE93684,GPL19524,Haloxylon ammodendron,151230,NA,NA
GSE93685,GPL22929,Ictidomys tridecemlineatus,43179,NA,NA
GSE93686,GPL22930,Salmonella enterica subsp. enterica serovar Typhi,90370,NA,NA
GSE93699,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE93702,GPL18635,Mus musculus,10090,NA,NA
GSE93709,GPL16791,Homo sapiens,9606,NA,NA
GSE93724,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE93737,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE93744,GPL20301,Homo sapiens,9606,NA,NA
GSE93748,GPL16791,Homo sapiens,9606,NA,NA
GSE93755,GPL17021,Mus musculus,10090,NA,NA
GSE93755,GPL19057,Mus musculus,10090,NA,NA
GSE93774,GPL13112,Mus musculus,10090,NA,NA
GSE93782,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE93783,GPL16791,Homo sapiens,9606,NA,NA
GSE93786,GPL18648,Macaca fascicularis,9541,NA,NA
GSE93787,GPL13112,Mus musculus,10090,NA,NA
GSE93801,GPL16791,Homo sapiens,9606,NA,NA
GSE93806,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE93813,GPL18573,Homo sapiens,9606,NA,NA
GSE93824,GPL17021,Mus musculus,10090,NA,NA
GSE93827,GPL19057,Mus musculus,10090,NA,NA
GSE93828,GPL16479,Drosophila melanogaster,7227,NA,NA
GSE93828,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE93831,GPL11154,Homo sapiens,9606,NA,NA
GSE93833,GPL13112,Mus musculus,10090,NA,NA
GSE93855,GPL11429,Sus scrofa,9823,NA,NA
GSE93855,GPL14802,Bos grunniens,30521,NA,NA
GSE93855,GPL15670,Ovis aries,9940,NA,NA
GSE93855,GPL15749,Bos taurus,9913,NA,NA
GSE93855,GPL16133,Gallus gallus,9031,NA,NA
GSE93855,GPL19005,Gallus gallus,9031,NA,NA
GSE93855,GPL19149,Capra hircus,9925,NA,NA
GSE93855,GPL19172,Bos taurus,9913,NA,NA
GSE93855,GPL19176,Sus scrofa,9823,NA,NA
GSE93855,GPL19778,Ovis aries,9940,NA,NA
GSE93855,GPL22950,Bos grunniens,30521,NA,NA
GSE93856,GPL17021,Mus musculus,10090,NA,NA
GSE93859,GPL22951,Meiothermus ruber,277,NA,NA
GSE93866,GPL13112,Mus musculus,10090,NA,NA
GSE93867,GPL13112,Mus musculus,10090,NA,NA
GSE93870,GPL18573,Homo sapiens,9606,NA,NA
GSE93871,GPL18573,Homo sapiens,9606,NA,NA
GSE93877,GPL18573,Homo sapiens,9606,NA,NA
GSE93879,GPL16360,Brassica oleracea,3712,NA,NA
GSE93879,GPL22620,Raphanus sativus,3726,NA,NA
GSE93879,GPL22878,Orychophragmus violaceus,71234,NA,NA
GSE93879,GPL22956,Erysimum cheiri,71232,NA,NA
GSE93879,GPL22957,Eruca vesicaria subsp. sativa,29727,NA,NA
GSE93879,GPL22958,Iberis amara,190884,NA,NA
GSE93879,GPL22959,Lobularia maritima,226051,NA,NA
GSE93879,GPL22960,Malcolmia maritima,313683,NA,NA
GSE93879,GPL22961,Matthiola incana,3724,NA,NA
GSE93879,GPL22976,Aubrieta x cultorum,1937020,NA,NA
GSE93891,GPL22965,Acanthamoeba castellanii,5755,NA,NA
GSE93891,GPL22966,Acanthamoeba castellanii,5755,NA,NA
GSE93894,GPL18561,Bacillus subtilis,1423,NA,NA
GSE93902,GPL18573,Homo sapiens,9606,NA,NA
GSE93904,GPL16791,Homo sapiens,9606,NA,NA
GSE93907,GPL22970,Fibrobacter succinogenes subsp. succinogenes S85,59374,NA,NA
GSE93909,GPL17021,Mus musculus,10090,NA,NA
GSE93910,GPL21785,Arabidopsis thaliana,3702,NA,NA
GSE93918,GPL17021,Mus musculus,10090,NA,NA
GSE93927,GPL14875,Danio rerio,7955,NA,NA
GSE93941,GPL13112,Mus musculus,10090,NA,NA
GSE93941,GPL16417,Mus musculus,10090,NA,NA
GSE93941,GPL17021,Mus musculus,10090,NA,NA
GSE93946,GPL17021,Mus musculus,10090,NA,NA
GSE93947,GPL17021,Mus musculus,10090,NA,NA
GSE93959,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE93959,GPL21656,Saccharomyces cerevisiae,4932,NA,NA
GSE93974,GPL19057,Mus musculus,10090,NA,NA
GSE93976,GPL13112,Mus musculus,10090,NA,NA
GSE93977,GPL19089,Mnemiopsis leidyi,27923,NA,NA
GSE93979,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE93990,GPL21090,Aspergillus niger,5061,NA,NA
GSE93991,GPL20301,Homo sapiens,9606,NA,NA
GSE93996,GPL16791,Homo sapiens,9606,NA,NA
GSE94011,GPL17021,Mus musculus,10090,NA,NA
GSE94015,GPL21179,Arabidopsis thaliana,3702,NA,NA
GSE94017,GPL21103,Mus musculus,10090,NA,NA
GSE94019,GPL11154,Homo sapiens,9606,NA,NA
GSE94020,GPL22983,Nostoc punctiforme PCC 73102,63737,NA,NA
GSE94035,GPL11154,Homo sapiens,9606,NA,NA
GSE94036,GPL11154,Homo sapiens,9606,NA,NA
GSE94042,GPL17021,Mus musculus,10090,NA,NA
GSE94055,GPL18573,Homo sapiens,9606,NA,NA
GSE94057,GPL16791,Homo sapiens,9606,NA,NA
GSE94057,GPL17021,Mus musculus,10090,NA,NA
GSE94059,GPL19057,Mus musculus,10090,NA,NA
GSE94064,GPL20148,Homo sapiens,9606,NA,NA
GSE94067,GPL17021,Mus musculus,10090,NA,NA
GSE94072,GPL13112,Mus musculus,10090,NA,NA
GSE94072,GPL17021,Mus musculus,10090,NA,NA
GSE94080,GPL18694,Rattus norvegicus,10116,NA,NA
GSE94091,GPL22990,Cryptococcus neoformans var. neoformans,40410,NA,NA
GSE94099,GPL16791,Homo sapiens,9606,NA,NA
GSE94105,GPL13760,Nicotiana tabacum,4097,NA,NA
GSE94107,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE94110,GPL22359,Aspergillus nidulans,162425,NA,NA
GSE94113,GPL20881,Pseudomonas aeruginosa,287,NA,NA
GSE94116,GPL20301,Homo sapiens,9606,NA,NA
GSE94118,GPL13112,Mus musculus,10090,NA,NA
GSE94120,GPL11154,Homo sapiens,9606,NA,NA
GSE94121,GPL21493,Mus musculus,10090,NA,NA
GSE94124,GPL22994,Listeria weihenstephanensis,1006155,NA,NA
GSE94125,GPL22996,Thermosynechococcus elongatus BP-1,197221,NA,NA
GSE94132,GPL13112,Mus musculus,10090,NA,NA
GSE94133,GPL17021,Mus musculus,10090,NA,NA
GSE94135,GPL18635,Mus musculus,10090,NA,NA
GSE94136,GPL15907,Mus musculus,10090,NA,NA
GSE94136,GPL19057,Mus musculus,10090,NA,NA
GSE94137,GPL19416,Phytophthora infestans,4787,NA,NA
GSE94142,GPL17021,Mus musculus,10090,NA,NA
GSE94153,GPL16791,Homo sapiens,9606,NA,NA
GSE94155,GPL11154,Homo sapiens,9606,NA,NA
GSE94156,GPL22277,Cannabis sativa,3483,NA,NA
GSE94238,GPL21103,Mus musculus,10090,NA,NA
GSE94239,GPL17021,Mus musculus,10090,NA,NA
GSE94241,GPL16791,Homo sapiens,9606,NA,NA
GSE94243,GPL16791,Homo sapiens,9606,NA,NA
GSE94252,GPL17628,Zea mays,4577,NA,NA
GSE94259,GPL18573,Homo sapiens,9606,NA,NA
GSE94259,GPL20301,Homo sapiens,9606,NA,NA
GSE94260,GPL17491,Medicago truncatula,3880,NA,NA
GSE94260,GPL23002,Medicago truncatula,3880,NA,NA
GSE94263,GPL17021,Mus musculus,10090,NA,NA
GSE94264,GPL17021,Mus musculus,10090,NA,NA
GSE94266,GPL17491,Medicago truncatula,3880,NA,NA
GSE94267,GPL16791,Homo sapiens,9606,NA,NA
GSE94267,GPL17301,Homo sapiens,9606,NA,NA
GSE94271,GPL13112,Mus musculus,10090,NA,NA
GSE94273,GPL25692,Macaca mulatta,9544,NA,NA
GSE94277,GPL18573,Homo sapiens,9606,NA,NA
GSE94280,GPL16791,Homo sapiens,9606,NA,NA
GSE94281,GPL23004,Oncorhynchus mykiss,8022,NA,NA
GSE94284,GPL20912,Listeria monocytogenes 10403S,393133,NA,NA
GSE94290,GPL23007,Prunus avium,42229,NA,NA
GSE94293,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE94296,GPL16791,Homo sapiens,9606,NA,NA
GSE94301,GPL18635,Mus musculus,10090,NA,NA
GSE94303,GPL18561,Bacillus subtilis,1423,NA,NA
GSE94306,GPL19057,Mus musculus,10090,NA,NA
GSE94316,GPL17644,Anopheles gambiae,7165,NA,NA
GSE94333,GPL17021,Mus musculus,10090,NA,NA
GSE94335,GPL16791,Homo sapiens,9606,NA,NA
GSE94343,GPL19057,Mus musculus,10090,NA,NA
GSE94345,GPL17143,Saccharomyces cerevisiae,4932,NA,NA
GSE94345,GPL23014,Saccharomyces cerevisiae,4932,NA,NA
GSE94353,GPL16791,Homo sapiens,9606,NA,NA
GSE94353,GPL17021,Mus musculus,10090,NA,NA
GSE94355,GPL23015,Amphidinium carterae,2961,NA,NA
GSE94366,GPL19246,Glycine max,3847,NA,NA
GSE94366,GPL22279,Glycine soja,3848,NA,NA
GSE94367,GPL18573,Homo sapiens,9606,NA,NA
GSE94372,GPL16791,Homo sapiens,9606,NA,NA
GSE94373,GPL17021,Mus musculus,10090,NA,NA
GSE94374,GPL16791,Homo sapiens,9606,NA,NA
GSE94377,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE94382,GPL13112,Mus musculus,10090,NA,NA
GSE94383,GPL16417,Mus musculus,10090,NA,NA
GSE94384,GPL11154,Homo sapiens,9606,NA,NA
GSE94385,GPL13112,Mus musculus,10090,NA,NA
GSE94387,GPL19057,Mus musculus,10090,NA,NA
GSE94388,GPL13112,Mus musculus,10090,NA,NA
GSE94390,GPL20141,Monodelphis domestica,13616,NA,NA
GSE94394,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE94396,GPL16791,Homo sapiens,9606,NA,NA
GSE94404,GPL13821,Saccharomyces cerevisiae,4932,NA,NA
GSE94408,GPL16791,Homo sapiens,9606,NA,NA
GSE94412,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE94413,GPL19057,Mus musculus,10090,NA,NA
GSE94430,GPL17021,Mus musculus,10090,NA,NA
GSE94437,GPL11154,Homo sapiens,9606,NA,NA
GSE94438,GPL11154,Homo sapiens,9606,NA,NA
GSE94442,GPL15463,Zea mays,4577,NA,NA
GSE94442,GPL23023,Zea mays,4577,NA,NA
GSE94444,GPL19057,Mus musculus,10090,NA,NA
GSE94445,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE94453,GPL16791,Homo sapiens,9606,NA,NA
GSE94454,GPL11154,Homo sapiens,9606,NA,NA
GSE94455,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE94457,GPL17311,Arabidopsis thaliana,3702,NA,NA
GSE94461,GPL11154,Homo sapiens,9606,NA,NA
GSE94463,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE94479,GPL11154,Homo sapiens,9606,NA,NA
GSE94481,GPL13112,Mus musculus,10090,NA,NA
GSE94482,GPL17021,Mus musculus,10090,NA,NA
GSE94488,GPL11154,Homo sapiens,9606,NA,NA
GSE94488,GPL18573,Homo sapiens,9606,NA,NA
GSE94493,GPL18573,Homo sapiens,9606,NA,NA
GSE94498,GPL17021,Mus musculus,10090,NA,NA
GSE94501,GPL23027,Paulownia elongata,1903578,NA,NA
GSE94502,GPL20301,Homo sapiens,9606,NA,NA
GSE94512,GPL17452,Staphylococcus aureus,1280,NA,NA
GSE94518,GPL11154,Homo sapiens,9606,NA,NA
GSE94534,GPL17021,Mus musculus,10090,NA,NA
GSE94542,GPL23031,Margaritifera margaritifera,2505931,NA,NA
GSE94546,GPL19057,Mus musculus,10090,NA,NA
GSE94547,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE94549,GPL16791,Homo sapiens,9606,NA,NA
GSE94554,GPL17021,Mus musculus,10090,NA,NA
GSE94554,GPL21103,Mus musculus,10090,NA,NA
GSE94555,GPL16791,Homo sapiens,9606,NA,NA
GSE94559,GPL17021,Mus musculus,10090,NA,NA
GSE94565,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE94575,GPL23033,Sclerotinia sclerotiorum,5180,NA,NA
GSE94576,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE94581,GPL19057,Mus musculus,10090,NA,NA
GSE94587,GPL11154,Homo sapiens,9606,NA,NA
GSE94588,GPL18573,Homo sapiens,9606,NA,NA
GSE94602,GPL17021,Mus musculus,10090,NA,NA
GSE94617,GPL20828,Danio rerio,7955,NA,NA
GSE94617,GPL23039,Oryzias latipes,8090,NA,NA
GSE94626,GPL19057,Mus musculus,10090,NA,NA
GSE94627,GPL16192,Schizosaccharomyces pombe,4896,NA,NA
GSE94627,GPL17143,Saccharomyces cerevisiae,4932,NA,NA
GSE94627,GPL23041,Candida albicans,5476,NA,NA
GSE94631,GPL10999,Homo sapiens,9606,NA,NA
GSE94631,GPL16791,Homo sapiens,9606,NA,NA
GSE94655,GPL16288,Homo sapiens,9606,NA,NA
GSE94660,GPL16791,Homo sapiens,9606,NA,NA
GSE94661,GPL13112,Mus musculus,10090,NA,NA
GSE94666,GPL23045,Lobosphaera incisa,312850,NA,NA
GSE94671,GPL17021,Mus musculus,10090,NA,NA
GSE94688,GPL17021,Mus musculus,10090,NA,NA
GSE94693,GPL16791,Homo sapiens,9606,NA,NA
GSE94697,GPL23048,Chlamydia pneumoniae,83558,NA,NA
GSE94722,GPL18694,Rattus norvegicus,10116,NA,NA
GSE94724,GPL11154,Homo sapiens,9606,NA,NA
GSE94728,GPL16791,Homo sapiens,9606,NA,NA
GSE94730,GPL18460,Homo sapiens,9606,NA,NA
GSE94736,GPL11154,Homo sapiens,9606,NA,NA
GSE94747,GPL23050,Aspergillus nidulans,162425,NA,NA
GSE94749,GPL18635,Mus musculus,10090,NA,NA
GSE94761,GPL17021,Mus musculus,10090,NA,NA
GSE94768,GPL21103,Mus musculus,10090,NA,NA
GSE94774,GPL21493,Mus musculus,10090,NA,NA
GSE94776,GPL23057,Homo sapiens,9606,NA,NA
GSE94783,GPL21290,Homo sapiens,9606,NA,NA
GSE94786,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE94786,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE94800,GPL18573,Homo sapiens,9606,NA,NA
GSE94800,GPL23058,Homo sapiens,9606,NA,NA
GSE94802,GPL17021,Mus musculus,10090,NA,NA
GSE94813,GPL13112,Mus musculus,10090,NA,NA
GSE94814,GPL19057,Mus musculus,10090,NA,NA
GSE94818,GPL23059,Aspergillus fumigatus,746128,NA,NA
GSE94820,GPL15520,Homo sapiens,9606,NA,NA
GSE94820,GPL16791,Homo sapiens,9606,NA,NA
GSE94821,GPL19057,Mus musculus,10090,NA,NA
GSE94825,GPL19482,Rattus norvegicus,10116,NA,NA
GSE94827,GPL16791,Homo sapiens,9606,NA,NA
GSE94832,GPL17021,Mus musculus,10090,NA,NA
GSE94840,GPL17021,Mus musculus,10090,NA,NA
GSE94842,GPL17021,Mus musculus,10090,NA,NA
GSE94843,GPL19057,Mus musculus,10090,NA,NA
GSE94849,GPL16791,Homo sapiens,9606,NA,NA
GSE94852,GPL17021,Mus musculus,10090,NA,NA
GSE94853,GPL16791,Homo sapiens,9606,NA,NA
GSE94855,GPL9909,Apis mellifera,7460,NA,NA
GSE94857,GPL21103,Mus musculus,10090,NA,NA
GSE94859,GPL16791,Homo sapiens,9606,NA,NA
GSE94863,GPL18573,Homo sapiens,9606,NA,NA
GSE94871,GPL23063,Chrysemys picta,8479,NA,NA
GSE94871,GPL23064,Apalone spinifera,55534,NA,NA
GSE94872,GPL11154,Homo sapiens,9606,NA,NA
GSE94879,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE94883,GPL17021,Mus musculus,10090,NA,NA
GSE94888,GPL16791,Homo sapiens,9606,NA,NA
GSE94892,GPL16791,Homo sapiens,9606,NA,NA
GSE94893,GPL17021,Mus musculus,10090,NA,NA
GSE94897,GPL16791,Homo sapiens,9606,NA,NA
GSE94899,GPL11154,Homo sapiens,9606,NA,NA
GSE94902,GPL21103,Mus musculus,10090,NA,NA
GSE94906,GPL23067,Oreochromis niloticus,8128,NA,NA
GSE94907,GPL16791,Homo sapiens,9606,NA,NA
GSE94907,GPL20301,Homo sapiens,9606,NA,NA
GSE94915,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE94919,GPL16791,Homo sapiens,9606,NA,NA
GSE94927,GPL13112,Mus musculus,10090,NA,NA
GSE94937,GPL18573,Homo sapiens,9606,NA,NA
GSE94939,GPL19057,Mus musculus,10090,NA,NA
GSE94947,GPL21290,Homo sapiens,9606,NA,NA
GSE94951,GPL22446,Trichodesmium erythraeum IMS101,203124,NA,NA
GSE94963,GPL16791,Homo sapiens,9606,NA,NA
GSE94964,GPL16791,Homo sapiens,9606,NA,NA
GSE94965,GPL19057,Mus musculus,10090,NA,NA
GSE94966,GPL17021,Mus musculus,10090,NA,NA
GSE94967,GPL17021,Mus musculus,10090,NA,NA
GSE94969,GPL16791,Homo sapiens,9606,NA,NA
GSE94983,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE94984,GPL23073,Escherichia coli O157:H7 str. EDL933,155864,NA,NA
GSE94991,GPL13112,Mus musculus,10090,NA,NA
GSE94995,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE94998,GPL19529,Escherichia coli K-12,83333,NA,NA
GSE95006,GPL23077,Helicobacter pylori J99,85963,NA,NA
GSE95008,GPL21493,Mus musculus,10090,NA,NA
GSE95016,GPL17021,Mus musculus,10090,NA,NA
GSE95025,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE95025,GPL20240,Drosophila virilis,7244,NA,NA
GSE95025,GPL23079,Drosophila melanogaster,7227,NA,NA
GSE95029,GPL13112,Mus musculus,10090,NA,NA
GSE95031,GPL18413,Danio rerio,7955,NA,NA
GSE95034,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE95048,GPL20988,Canis lupus familiaris,9615,NA,NA
GSE95052,GPL13112,Mus musculus,10090,NA,NA
GSE95056,GPL19057,Mus musculus,10090,NA,NA
GSE95057,GPL16791,Homo sapiens,9606,NA,NA
GSE95057,GPL18573,Homo sapiens,9606,NA,NA
GSE95059,GPL11154,Homo sapiens,9606,NA,NA
GSE95072,GPL21290,Homo sapiens,9606,NA,NA
GSE95076,GPL13821,Saccharomyces cerevisiae,4932,NA,NA
GSE95077,GPL16791,Homo sapiens,9606,NA,NA
GSE95080,GPL16791,Homo sapiens,9606,NA,NA
GSE95088,GPL16133,Gallus gallus,9031,NA,NA
GSE95093,GPL19057,Mus musculus,10090,NA,NA
GSE95102,GPL13112,Mus musculus,10090,NA,NA
GSE95105,GPL17021,Mus musculus,10090,NA,NA
GSE95106,GPL11154,Homo sapiens,9606,NA,NA
GSE95108,GPL17021,Mus musculus,10090,NA,NA
GSE95110,GPL19694,Solanum lycopersicum,4081,NA,NA
GSE95111,GPL21273,Mus musculus,10090,NA,NA
GSE95114,GPL19694,Solanum lycopersicum,4081,NA,NA
GSE95120,GPL11154,Homo sapiens,9606,NA,NA
GSE95130,GPL15553,Schmidtea mediterranea,79327,NA,NA
GSE95132,GPL16791,Homo sapiens,9606,NA,NA
GSE95133,GPL19057,Mus musculus,10090,NA,NA
GSE95135,GPL13112,Mus musculus,10090,NA,NA
GSE95140,GPL16791,Homo sapiens,9606,NA,NA
GSE95140,GPL17021,Mus musculus,10090,NA,NA
GSE95145,GPL17021,Mus musculus,10090,NA,NA
GSE95153,GPL18573,Homo sapiens,9606,NA,NA
GSE95155,GPL20301,Homo sapiens,9606,NA,NA
GSE95155,GPL24839,other sequences,28384,NA,NA
GSE95156,GPL17021,Mus musculus,10090,NA,NA
GSE95157,GPL13112,Mus musculus,10090,NA,NA
GSE95168,GPL17021,Mus musculus,10090,NA,NA
GSE95168,GPL21103,Mus musculus,10090,NA,NA
GSE95176,GPL20301,Homo sapiens,9606,NA,NA
GSE95180,GPL16791,Homo sapiens,9606,NA,NA
GSE95181,GPL17280,Mycobacterium tuberculosis H37Rv,83332,NA,NA
GSE95182,GPL19057,Mus musculus,10090,NA,NA
GSE95183,GPL16540,Canis lupus familiaris,9615,NA,NA
GSE95184,GPL16540,Canis lupus familiaris,9615,NA,NA
GSE95200,GPL13160,Oryza sativa,4530,NA,NA
GSE95201,GPL21103,Mus musculus,10090,NA,NA
GSE95203,GPL22509,Ovis aries,9940,NA,NA
GSE95229,GPL18730,Caenorhabditis elegans,6239,NA,NA
GSE95231,GPL18694,Rattus norvegicus,10116,NA,NA
GSE95234,GPL13112,Mus musculus,10090,NA,NA
GSE95236,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE95240,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE95242,GPL17788,Brassica rapa subsp. pekinensis,51351,NA,NA
GSE95243,GPL18573,Homo sapiens,9606,NA,NA
GSE95245,GPL18573,Homo sapiens,9606,NA,NA
GSE95251,GPL13112,Mus musculus,10090,NA,NA
GSE95257,GPL19057,Mus musculus,10090,NA,NA
GSE95260,GPL11002,Mus musculus,10090,NA,NA
GSE95260,GPL13112,Mus musculus,10090,NA,NA
GSE95274,GPL18694,Rattus norvegicus,10116,NA,NA
GSE95277,GPL11154,Homo sapiens,9606,NA,NA
GSE95289,GPL16791,Homo sapiens,9606,NA,NA
GSE95293,GPL11154,Homo sapiens,9606,NA,NA
GSE95295,GPL19005,Gallus gallus,9031,NA,NA
GSE95296,GPL15520,Homo sapiens,9606,NA,NA
GSE95297,GPL11154,Homo sapiens,9606,NA,NA
GSE95299,GPL20301,Homo sapiens,9606,NA,NA
GSE95301,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE95301,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE95310,GPL14548,Escherichia coli,562,NA,NA
GSE95310,GPL19659,Pseudomonas putida,303,NA,NA
GSE95310,GPL23101,Pseudomonas putida,303,NA,NA
GSE95311,GPL19172,Bos taurus,9913,NA,NA
GSE95313,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE95315,GPL17021,Mus musculus,10090,NA,NA
GSE95317,GPL16417,Mus musculus,10090,NA,NA
GSE95333,GPL23102,Ciona intestinalis,7719,NA,NA
GSE95337,GPL17021,Mus musculus,10090,NA,NA
GSE95341,GPL19057,Mus musculus,10090,NA,NA
GSE95343,GPL11154,Homo sapiens,9606,NA,NA
GSE95353,GPL23108,Leishmania donovani,5661,NA,NA
GSE95353,GPL23109,Homo sapiens,9606,NA,NA
GSE95353,GPL23110,Leishmania donovani,5661,NA,NA
GSE95355,GPL21473,Ambystoma mexicanum,8296,NA,NA
GSE95363,GPL17021,Mus musculus,10090,NA,NA
GSE95367,GPL23112,Latrodectus geometricus,156851,NA,NA
GSE95367,GPL23113,Latrodectus geometricus,156851,NA,NA
GSE95367,GPL23114,Latrodectus hesperus,256737,NA,NA
GSE95367,GPL23115,Latrodectus hesperus,256737,NA,NA
GSE95367,GPL23116,Latrodectus hesperus,256737,NA,NA
GSE95367,GPL23117,Steatoda grossa,256750,NA,NA
GSE95367,GPL23118,Steatoda grossa,256750,NA,NA
GSE95369,GPL20301,Homo sapiens,9606,NA,NA
GSE95371,GPL21103,Mus musculus,10090,NA,NA
GSE95373,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE95374,GPL18573,Homo sapiens,9606,NA,NA
GSE95374,GPL19057,Mus musculus,10090,NA,NA
GSE95375,GPL16791,Homo sapiens,9606,NA,NA
GSE95376,GPL17021,Mus musculus,10090,NA,NA
GSE95378,GPL22030,Aedes aegypti,7159,NA,NA
GSE95389,GPL18573,Homo sapiens,9606,NA,NA
GSE95397,GPL17303,Homo sapiens,9606,NA,NA
GSE95403,GPL14844,Rattus norvegicus,10116,NA,NA
GSE95411,GPL19057,Mus musculus,10090,NA,NA
GSE95412,GPL11154,Homo sapiens,9606,NA,NA
GSE95413,GPL16791,Homo sapiens,9606,NA,NA
GSE95415,GPL13112,Mus musculus,10090,NA,NA
GSE95415,GPL19057,Mus musculus,10090,NA,NA
GSE95420,GPL18469,Rattus norvegicus,10116,NA,NA
GSE95424,GPL21103,Mus musculus,10090,NA,NA
GSE95428,GPL19057,Mus musculus,10090,NA,NA
GSE95432,GPL13112,Mus musculus,10090,NA,NA
GSE95434,GPL13112,Mus musculus,10090,NA,NA
GSE95435,GPL16791,Homo sapiens,9606,NA,NA
GSE95436,GPL19057,Mus musculus,10090,NA,NA
GSE95445,GPL19057,Mus musculus,10090,NA,NA
GSE95446,GPL16791,Homo sapiens,9606,NA,NA
GSE95448,GPL19057,Mus musculus,10090,NA,NA
GSE95449,GPL14844,Rattus norvegicus,10116,NA,NA
GSE95450,GPL20301,Homo sapiens,9606,NA,NA
