suppdata_id,Filter,human,nnet,Type,classifier
GSE90974_Cuffdiff_Transcript_SvvRv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SvvRv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SvvRv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SvvRv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-120 dpi,basemean,anti-conservative,NA,anti-conservative,human
GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-120 dpi,raw,anti-conservative,NA,anti-conservative,human
GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-180 dpi,basemean,anti-conservative,NA,anti-conservative,human
GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-180 dpi,raw,anti-conservative,NA,anti-conservative,human
GSE91000_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,raw,spiky,bimodal,spiky,human
GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,raw,spiky,bimodal,spiky,human
GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-LEE,raw,bimodal,bimodal,bimodal,human
GSE91060_E11_vs._E16.xls.gz,raw,bimodal,bimodal,bimodal,human
GSE91060_E11_vs._P1.xlsx,raw,bimodal,bimodal,bimodal,human
GSE91060_E16_vs._P1.xlsx,raw,bimodal,bimodal,bimodal,human
GSE91075_gene_exp_WT1_KO1.txt.gz,raw,conservative,conservative,conservative,human
GSE91075_gene_exp_WT2_KO2.txt.gz,raw,conservative,conservative,conservative,human
GSE91388_DESeq2_output.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE91388_DESeq2_output.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE91400_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE91400_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE92246_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE92345_H9_I_pqvalues.poisson.txt.gz,raw,conservative,conservative,conservative,human
GSE92345_H9_P_pqvalues.poisson.txt.gz,raw,bimodal,conservative,bimodal,human
GSE92345_HEK_I_pqvalues.poisson.txt.gz,raw,conservative,conservative,conservative,human
GSE92345_HEK_P_pqvalues.poisson.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE92506_DEseq2_wholeTable.txt.gz,basemean,anti-conservative,NA,anti-conservative,human
GSE92506_DEseq2_wholeTable.txt.gz,raw,anti-conservative,NA,anti-conservative,human
GSE92611_2h_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE92611_4h_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE92620_J2EvsKLF3_RNA-seq.csv.gz,raw,conservative,conservative,conservative,human
GSE92641_Uhrf1_gene_exp.xlsx,raw,conservative,conservative,conservative,human
GSE92651_DMS114_Control_DMS114_Resistant_3uM_BGJ_differential_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE92720_Control_H32.xls.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE92874_RNA.txt.gz,raw,bimodal,conservative,bimodal,human
GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,raw,conservative,conservative,conservative,human
GSE92971_run1513_gencode_DESeq2_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,basemean,uniform,spiky,uniform,human
GSE92971_run1513_gencode_DESeq2_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,raw,other,other,other,human
GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE92989_Drought_2_days.txt.gz,raw,conservative,conservative,conservative,human
GSE92989_Drought_3_days.txt.gz,raw,conservative,conservative,conservative,human
GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP,raw,conservative,conservative,conservative,human
GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP_VS_LL-YY,raw,conservative,conservative,conservative,human
GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-LL-YY,raw,conservative,conservative,conservative,human
GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,basemean,other,other,other,human
GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,raw,other,other,other,human
GSE93206_Processed_data_files.xlsx-set-0,raw,conservative,conservative,conservative,human
GSE93206_Processed_data_files.xlsx-set-1,raw,spiky,uniform,spiky,human
GSE93280_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE93280_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE93287_cuffdiff_gene_exp.diff.xlsx-sheet-cuffdiff gene_exp.diff,raw,conservative,conservative,conservative,human
GSE93313_DESeq_2Dvs3D.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93313_DESeq_2Dvs3D.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93313_DESeq_2DvsTranswell.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93313_DESeq_2DvsTranswell.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93313_DESeq_3DvsTranswell.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93313_DESeq_3DvsTranswell.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93314_E10_G1_vs_S_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93314_E10_S_vs_G1_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93314_E10_vs_E11_G1_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93314_E10_vs_E11_S_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93314_E11_G1_vs_S_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93314_E11_S_vs_G1_0.085_.txt.gz,raw,conservative,conservative,conservative,human
GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE93357_Cuffdiff_output.txt.gz,raw,conservative,conservative,conservative,human
GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LE_vs_LPS.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LE_vs_LPS.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LEKU_vs_LE.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LEKU_vs_LE.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LEKU_vs_LPS.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93574_res_dds_LEKU_vs_LPS.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93614_Air_Eth_Results.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93614_Air_Eth_Results.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93620_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93686_plankvsbioraw.csv.gz,raw,bimodal,bimodal,bimodal,human
GSE93709_EBV-Ramos.txt.gz,raw,conservative,conservative,conservative,human
GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,raw,spiky,other,spiky,human
GSE93774_Full_gene_list-Control_vs_KO.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93827_LMP1_2a_vs_GFP.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93827_LMP1_2a_vs_GFP.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93866_IDOE_GENE_EXPRESSION.xlsx,raw,conservative,conservative,conservative,human
GSE93870_processed_file.xlsx-sheet-293FT_ZIKV.Vs.293FT_Control.DES,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93870_processed_file.xlsx-sheet-293FT_ZIKV.Vs.293FT_Control.DES,raw,spiky,other,spiky,human
GSE93870_processed_file.xlsx-sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93870_processed_file.xlsx-sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana,raw,spiky,other,spiky,human
GSE93870_processed_file.xlsx-sheet-CHME_ZIKV.Vs.CHME_Control.DESeq,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93870_processed_file.xlsx-sheet-CHME_ZIKV.Vs.CHME_Control.DESeq,raw,spiky,other,spiky,human
GSE93870_processed_file.xlsx-sheet-THP1_ZIKV.Vs.THP1_Control.DESeq,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93870_processed_file.xlsx-sheet-THP1_ZIKV.Vs.THP1_Control.DESeq,raw,spiky,spiky,spiky,human
GSE93870_processed_file.xlsx-sheet-ZIKV.Vs.Control.DESeq_Analysis_,basemean,spiky,uniform,spiky,human
GSE93870_processed_file.xlsx-sheet-ZIKV.Vs.Control.DESeq_Analysis_,raw,spiky,other,spiky,human
GSE93877_NB4_RNASeq_ATRA.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93877_NB4_RNASeq_ATRA.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93877_NB4_RNASeq_DMSO.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE93877_NB4_RNASeq_DMSO.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE93990_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE94011_18M_PIAS3v18M_WT-F005_FC1.5_FPKM2.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94011_18M_PIAS3v18M_WT-F005_FC1.5_FPKM2.txt.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94011_P21_PIAS3vP21_WT-F005_FC1.5_FPKM2.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94011_P21_PIAS3vP21_WT-F005_FC1.5_FPKM2.txt.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94011_P21_PIAS3vP21_WT-F005_FC1.5_FPKM2.txt.gz-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94017_ATO_versus_control_diff.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94017_ATO_versus_control_diff.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94017_ATRA_versus_control_diff.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94017_ATRA_versus_control_diff.xlsx,raw,spiky,anti-conservative,spiky,human
GSE94120_K562pos_rel_abundance_1x1.txt.gz,raw,conservative,conservative,conservative,human
GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,raw,conservative,conservative,conservative,human
GSE94120_U2OS-PcTF_rel_abundance_1x3.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE94120_U2OSpos_rel_abundance_1x1.txt.gz,raw,conservative,conservative,conservative,human
GSE94252_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE94280_DESeq2_results_Y_vs_O.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94280_DESeq2_results_Y_vs_O.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94355_data_all_expressed.corr.xlsx,basemean,other,other,other,human
GSE94355_data_all_expressed.corr.xlsx,raw,conservative,conservative,conservative,human
GSE94390_gene_expression.xls.gz-sheet-Named Genes,raw,conservative,conservative,conservative,human
GSE94501_cuffdiff_gene_exp_diff.txt.gz,raw,uniform,uniform,uniform,human
GSE94512_NaPi_vs_Lys.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94512_NaPi_vs_Lys.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE94722_Mixed_vs_Media_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE94722_PA_vs_Media_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE94722_SA_vs_Media_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE94724_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz,raw,conservative,conservative,conservative,human
GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz,raw,conservative,conservative,conservative,human
GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,raw,conservative,conservative,conservative,human
GSE94814_cortex.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE94814_subcortex.txt.gz,raw,conservative,conservative,conservative,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-0,raw,bimodal,bimodal,bimodal,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-4,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94818_Afu_RNAseq_processed_data.xls.gz-set-5,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,raw,conservative,conservative,conservative,human
GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,raw,conservative,conservative,conservative,human
GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,raw,conservative,conservative,conservative,human
GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,raw,conservative,conservative,conservative,human
GSE94821_cuffdiff_mock_vs_8hpi.txt.gz,raw,conservative,conservative,conservative,human
GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,basemean,other,other,other,human
GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,raw,other,other,other,human
GSE94843_cuffdiff_mock_vs_lox.txt.gz,raw,conservative,conservative,conservative,human
GSE94843_cuffdiff_mock_vs_mnv.txt.gz,raw,conservative,conservative,conservative,human
GSE94853_genes_differentialexpression_matrix.txt.gz,raw,conservative,conservative,conservative,human
GSE94907_HC-ATB.txt.gz,raw,conservative,conservative,conservative,human
GSE94907_HC-LTBI.txt.gz,raw,conservative,conservative,conservative,human
GSE94907_LTBI-ATB.txt.gz,raw,conservative,conservative,conservative,human
GSE94967_cds_exp.diff_A_B_CDS.diff.gz,raw,conservative,conservative,conservative,human
GSE94967_gene_exp.diff_A_B_GENE.diff.gz,raw,conservative,conservative,conservative,human
GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,raw,conservative,conservative,conservative,human
GSE94967_tss_group_exp.diff_A_B_TSS.diff.gz,raw,conservative,conservative,conservative,human
GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-0,raw,other,other,other,human
GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-1,raw,other,other,other,human
GSE95056_Cortex_cds_exp_diff.txt.gz,raw,conservative,conservative,conservative,human
GSE95056_Hippo_cds_exp_diff.txt.gz,raw,conservative,conservative,conservative,human
GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE95181_HNS_counts_and_DGE.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE95234_IPInputFPKM.xlsx,raw,conservative,conservative,conservative,human
GSE95234_NotInfectedInfectedFPKM.xlsx-set-0,raw,conservative,conservative,conservative,human
GSE95234_NotInfectedInfectedFPKM.xlsx-set-1,raw,conservative,conservative,conservative,human
GSE95333_gene_exp_diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE95371_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE95629_OvpvsCtrl.Differential_analysis_results_processed_data_.txt.gz,raw,conservative,conservative,conservative,human
GSE95679_Mishima_2017_Dcp2.txt.gz,raw,conservative,conservative,conservative,human
GSE95687_sleuthResults.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE95814_gene_exp_CC.xlsx-sheet-gene_exp_CC_4_CC_5,raw,conservative,conservative,conservative,human
GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,raw,other,other,other,human
GSE95852_miRNA_wt_ko_p11.diff.gz,raw,conservative,conservative,conservative,human
GSE95852_miRNA_wt_ko_p27.diff.gz,raw,conservative,conservative,conservative,human
GSE95852_miRNA_wt_ko_p5.diff.gz,raw,conservative,conservative,conservative,human
GSE96072_Galaxy106-_Cuffdiff_on_data_40__data_39__and_others_transcript_differential_expression_testing_.tabular.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE96072_Galaxy55-_Cuffdiff_on_data_2__data_4__and_others_transcript_differential_expression_testing_.tabular.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE96549_DESeq.dsBarcGDVsdsmCherry-orig-FDR1.1.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE96549_DESeq.dsBarcGDVsdsmCherry-orig-FDR1.1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE96552_cKO_SP-vs-SR_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE96552_cont_SP-vs-SR_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE96552_SP_cont-vs-cKO_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE96555_DESeq.ctrl72hVstatsf172h-orig-FDR1.1.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE96555_DESeq.ctrl72hVstatsf172h-orig-FDR1.1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE96626_DE_TrtVsVeh.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
