Accession,suppdata_id,instrument_model
GSE60538,GSE60538_CuffDiff-Data_Coding.txt.gz,Illumina HiSeq 2500
GSE113648,GSE113648_RNAseq_HGPS_cell_lines_vs_control.xlsx,Illumina HiSeq 1500
GSE98885,GSE98885_wlp2s_VS_WT_differential_expression.xlsx,Illumina HiSeq 2500
GSE92971,GSE92971_run1513_gencode_DESeq2_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,Illumina HiSeq 2500
GSE101898,GSE101898_Galaxy124-_CellXtype_QT7_vs_QT7L1_.tabular.txt.gz,Illumina HiSeq 2000
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,Illumina HiSeq 2000
GSE91075,GSE91075_gene_exp_WT2_KO2.txt.gz,Illumina HiSeq 1000
GSE77185,GSE77185_gene_exp.diff.gz,Illumina HiSeq 2000
GSE72762,GSE72762_DEseq_LS023-LS024-LS025_LS030-LS031-LS032_DEG_list.txt.gz,Illumina HiSeq 2000
GSE63510,GSE63510_ko_vs_wt_fold_changes_p_values.txt.gz,Illumina HiSeq 2000
GSE80301,GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE69113,GSE69113_BIPVUIP_differential_expression.txt.gz,Illumina HiSeq 2000
GSE59020,GSE59020_U0126_gene_exp_all.diff.gz,Illumina HiSeq 2000
GSE58494,GSE58494_Phage_Gene_Feature_Differential_Expression.txt.gz,Illumina HiSeq 2000
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz,AB SOLiD System
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz,AB SOLiD 4 System
GSE49843,GSE49843_gene_exp.diff_22345-22353.txt.gz,Illumina HiSeq 2000
GSE43194,GSE43194_E11_ICR_abundance_rep2.txt.gz,Illumina HiSeq 2000
GSE43614,GSE43614_diff_out.txt.gz,Illumina Genome Analyzer II
GSE120844,GSE120844_DEG_IFNG_POMIFNG.txt.gz,Illumina HiSeq 4000
GSE102780,GSE102780_SmallRNA.CD95L.50hrs.HeyA8.xlsx,Illumina HiSeq 4000
GSE114987,GSE114987_gene.txt.gz,Illumina NextSeq 500
GSE60538,GSE60538_CuffDiff-Data_Gene.txt.gz,Illumina HiSeq 2500
GSE116499,GSE116499_Control_NB4_vs_JMJD3_NB4.diff.exp.annot.txt.gz,Illumina HiSeq 4000
GSE92971,GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,Illumina HiSeq 2500
GSE99304,GSE99304_U2OSSGcuffdiff.txt.gz,Illumina NextSeq 500
GSE99304,GSE99304_U2OSSGcuffdiff.txt.gz,Illumina NextSeq 500
GSE104422,GSE104422_C_OA_Cuffdiff.txt.gz,Illumina HiSeq 4000
GSE101898,GSE101898_Galaxy125-_CellXtype_WT_vs_QKO_.tabular.txt.gz,Illumina HiSeq 2000
GSE73972,GSE73972_atxvsWT_gene_exp_diff.txt.gz,Illumina HiSeq 2500
GSE98387,GSE98387_gene_exp.txt.gz,Illumina HiSeq 3000
GSE81007,GSE81007_cds_exp.diff.gz,Illumina HiSeq 2500
GSE72761,GSE72761_DESeq_LS007-LS008-LS010_LS015-LS016-LS018_DEG_list.txt.gz,Illumina HiSeq 2000
GSE69001,GSE69001_DE_list_planktonic_v_biolfim.txt.gz,Illumina HiSeq 2000
GSE80301,GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.gene_exp,Illumina Genome Analyzer
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.isoform_e,Illumina Genome Analyzer
GSE61202,GSE61202_NICvsMOdifferential_expression.txt.gz,Illumina HiSeq 2000
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz,Ion Torrent Proton
GSE44233,GSE44233_processed_data.txt.gz,Illumina HiSeq 2000
GSE44233,GSE44233_processed_data.txt.gz,Illumina Genome Analyzer II
GSE50198,GSE50198_Tet1kd_vs_v6.5_DEXSeq_results.txt.gz,AB SOLiD System
GSE50198,GSE50198_Tet1kd_vs_v6.5_DEXSeq_results.txt.gz,AB SOLiD 4 System
GSE43194,GSE43194_HH18chick_abundance.txt.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_cds_exp.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_cds_exp.diff.gz,Illumina MiSeq
GSE41873,GSE41873_FPKM_all_genes_from_CuffDiff.txt.gz,Illumina Genome Analyzer
GSE120844,GSE120844_DEG_POMALYST_POMIFNG.txt.gz,Illumina HiSeq 4000
GSE102779,GSE102779_SmallRNA_CD95L.50hrs.Drosha_ko.xlsx,Illumina HiSeq 4000
GSE118592,GSE118592_day10_results.txt.gz,Illumina NextSeq 500
GSE114346,GSE114346_LEH_differential_expression_analysis_table.csv.gz,Illumina HiSeq 2500
GSE103207,GSE103207_ALV_J36h_vs_NC36h.Differential_analysis_results.xlsx-sheet-Sheet1,Illumina HiSeq 2000
GSE101898,GSE101898_Galaxy126-_CellXtype_WT_vs_QT7_.tabular.txt.gz,Illumina HiSeq 2000
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,Illumina NextSeq 500
GSE77025,GSE77025_gene_exp.diff.gz,Illumina HiSeq 2000
GSE93620,GSE93620_gene_exp.diff.gz,Illumina NextSeq 500
GSE81007,GSE81007_gene_exp.diff.gz,Illumina HiSeq 2500
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,Illumina HiSeq 2000
GSE85576,GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,Illumina HiSeq 2000
GSE80433,GSE80433_gene_exp.diff.gz,Illumina HiSeq 2500
GSE69001,GSE69001_DE_list_planktonic_v_plate.txt.gz,Illumina HiSeq 2000
GSE78967,GSE78967_Deseq_Analysis.xlsx,Illumina HiSeq 2500
GSE65406,GSE65406_control_vs_gld1_DESeq.csv.gz,Illumina HiSeq 2000
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-short 3'UTR transcripts(<350nt),Illumina HiSeq 2500
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-medium 3'UTR transcripts,Illumina HiSeq 2500
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-long 3'UTR transcripts(>1500nt),Illumina HiSeq 2500
GSE67674,GSE67674_RNA-seq_analysis_AADMSOvsAAGSK-J4.txt.gz,Illumina HiSeq 2500
GSE63750,GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,Ion Torrent PGM
GSE53976,GSE53976_gene_exp.diff.txt.gz,Illumina Genome Analyzer IIx
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz,AB SOLiD System
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz,AB SOLiD 4 System
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_fullSet,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_400M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_300M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_200M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_150M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_100M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_75M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_50M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_25M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_20M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_15M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_10M,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_5M,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_gene_exp.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_gene_exp.diff.gz,Illumina MiSeq
GSE36005,GSE36005_emo_gene.diff.gz,Illumina HiSeq 2000
GSE32038,GSE32038_cds.diff.gz,Illumina Genome Analyzer IIx
GSE123554,GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx-sheet-Sheet1,Illumina HiSeq 2500
GSE97469,GSE97469_HEPG2_EV_versus_shRNA.csv.gz,Illumina HiSeq 2500
GSE118592,GSE118592_day5_results.txt.gz,Illumina NextSeq 500
GSE60538,GSE60538_CuffDiff-Data_Isoform.txt.gz,Illumina HiSeq 2500
GSE99522,GSE99522_cds.diff.gz,Illumina HiSeq 2000
GSE110334,GSE110334_NSMRep1_gene_exp.diff.gz,Illumina HiSeq 2000
GSE102531,GSE102531_DE2output-280116.xlsx.gz,Illumina HiSeq 2500
GSE93287,GSE93287_cuffdiff_gene_exp.diff.xlsx-sheet-cuffdiff gene_exp.diff,Illumina HiSeq 2000
GSE86867,GSE86867_WT_quiescent_456_vs_WT_dividing_123.txt.gz,Illumina HiSeq 2500
GSE103207,GSE103207_ALV_J3h_vs_NC3h.Differential_analysis_results.xlsx-sheet-Sheet1,Illumina HiSeq 2000
GSE101898,GSE101898_Galaxy127-_CellXtype_WT_vs_QT7L1_.tabular.txt.gz,Illumina HiSeq 2000
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,Illumina NextSeq 500
GSE79507,GSE79507_minipig.txt.gz,Illumina HiSeq 2000
GSE69001,GSE69001_DE_list_plate_v_biofilm.txt.gz,Illumina HiSeq 2000
GSE66158,GSE66158_all_genes_FPKM.txt.gz,Illumina HiSeq 2000
GSE65406,GSE65406_gld1_vs_tumorfast_DESeq.csv.gz,Illumina HiSeq 2000
GSE67674,GSE67674_RNA-seq_analysis_PBSDMSOvsPBSGSK-J4.txt.gz,Illumina HiSeq 2500
GSE63750,GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,Ion Torrent PGM
GSE56284,GSE56284_gene_exp.txt.gz,Illumina HiSeq 2500
GSE50198,GSE50198_Tet2kd_vs_v6.5_DEXSeq_results.txt.gz,AB SOLiD System
GSE50198,GSE50198_Tet2kd_vs_v6.5_DEXSeq_results.txt.gz,AB SOLiD 4 System
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round1,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round2,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round3,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round4,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round5,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round6,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round7,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round8,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round9,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round10,Illumina HiSeq 2000
GSE36005,GSE36005_res_gene.diff.gz,Illumina HiSeq 2000
GSE123554,GSE123554_payelg_WT_HNS_gene_exp_Final.xlsx-sheet-Sheet1,Illumina HiSeq 2500
GSE122679,GSE122679_cufflinks_HNPC_v_GBM_comparison.xlsx,Illumina HiSeq 2500
GSE60538,GSE60538_CuffDiff-Data_TSS.txt.gz,Illumina HiSeq 2500
GSE107578,GSE107578_gene_exp.diff.gz,Illumina HiSeq 2500
GSE106378,GSE106378_shNTvsshP2_Transcripts_DE_results.tsv.gz,Illumina HiSeq 2000
GSE99522,GSE99522_cds_exp.diff.gz,Illumina HiSeq 2000
GSE110327,GSE110327_differential_expression.txt.gz,Illumina HiSeq 2500
GSE110334,GSE110334_NSMRep2_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101643,GSE101643_Z-STIM_vs_WT-STIM_diffexp.txt.gz,Illumina NextSeq 500
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz,Illumina HiSeq 4000
GSE95629,GSE95629_OvpvsCtrl.Differential_analysis_results_processed_data_.txt.gz,Illumina HiSeq 2000
GSE81100,GSE81100_old_ARSER_output.txt.gz,Illumina HiSeq 2000
GSE66155,GSE66155_regulation.txt.gz,Illumina Genome Analyzer IIx
GSE81007,GSE81007_isoform_exp.diff.gz,Illumina HiSeq 2500
GSE65406,GSE65406_gld1_vs_tumorfed_DESeq.csv.gz,Illumina HiSeq 2000
GSE67756,GSE67756_LA2A-vs-LC2A.compare.txt.gz,Illumina HiSeq 2000
GSE49147,GSE49147_ESC_KO_vs_WT.txt.gz,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round1,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round2,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round3,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round4,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round5,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round6,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round7,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round8,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round9,Illumina HiSeq 2000
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round10,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_isoform_exp.diff.gz,Illumina MiSeq
GSE41367,GSE41367_brenneri_gns.expr.txt.gz,Illumina HiSeq 1000
GSE36005,GSE36005_sus_gene.diff.gz,Illumina HiSeq 2000
GSE32038,GSE32038_cds_exp.diff.gz,Illumina Genome Analyzer IIx
GSE99522,GSE99522_gene_exp.diff.gz,Illumina HiSeq 2000
GSE113954,GSE113954_Warm_TRPM2-KO-1_Warm_WT-1.anno.txt.gz,Illumina HiSeq 2500
GSE110334,GSE110334_NSMRep3_gene_exp.diff.gz,Illumina HiSeq 2000
GSE69876,GSE69876_results.csv.gz,Illumina HiSeq 2000
GSE101232,GSE101232_LargeRNA.CD95L.50hrs.HeyA8.xlsx.gz,Illumina HiSeq 4000
GSE89549,GSE89549_gene_exp.xlsx,Illumina HiSeq 3000
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 Control VS 14.5+2+JTE ,Illumina HiSeq 2500
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5 wt VS 14.5 S1pr2 null,Illumina HiSeq 2500
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 CTRL VS 14.5+2+JTE+CTGF,Illumina HiSeq 2500
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2+JTE VS 14.5+2+JTE+CTGF,Illumina HiSeq 2500
GSE78878,GSE78878_30Cvs30P_score.txt.gz,Illumina MiSeq
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,Illumina NextSeq 500
GSE79286,GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp,Illumina HiSeq 4000
GSE65406,GSE65406_tumorfed_vs_tumorfast_DESeq.csv.gz,Illumina HiSeq 2000
GSE63555,GSE63555_Ago2_immunoprecipitation_cuffdiff_fpkm.txt.gz,Illumina HiSeq 2500
GSE49147,GSE49147_iPS_PF1_vs_PF2.txt.gz,Illumina HiSeq 2000
GSE41367,GSE41367_brenneri_soap.expr.txt.gz,Illumina HiSeq 1000
GSE33782,GSE33782_gene_exp.diff.txt.gz,Illumina Genome Analyzer IIx
GSE32038,GSE32038_gene_exp.diff.gz,Illumina Genome Analyzer IIx
GSE103923,GSE103923_Unstr_DE_All_WT_vs_MUT_NormCounts.txt.gz,Illumina HiSeq 2500
GSE109754,GSE109754_gene_exp.diff.gz,Illumina NextSeq 500
GSE99522,GSE99522_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE113954,GSE113954_Warm_TRPM2-KO-2_Warm_WT-2.anno.txt.gz,Illumina HiSeq 2500
GSE112778,GSE112778_WT_KO_TFH_CD2AP_Differential.txt.gz,Illumina HiSeq 3000
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz,Illumina HiSeq 4000
GSE90022,GSE90022_gene_exp.diff.gz,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.FGSC,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.GV Oocyte,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-FGSC.vs.GV Oocyte,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.MII Oocyte,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-FGSC.vs.MII Oocyte,Illumina HiSeq 2500
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-GV Oocyte.vs.MII Oocyte,Illumina HiSeq 2500
GSE94843,GSE94843_cuffdiff_mock_vs_lox.txt.gz,Illumina NextSeq 500
GSE81007,GSE81007_promoters.diff.gz,Illumina HiSeq 2500
GSE78878,GSE78878_30CvsN2C_score.txt.gz,Illumina MiSeq
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,Illumina NextSeq 500
GSE79286,GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes,Illumina HiSeq 4000
GSE65406,GSE65406_youngadults_vs_gld1_DESeq.csv.gz,Illumina HiSeq 2000
GSE64513,GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,Illumina HiSeq 2500
GSE61033,GSE61033_DE_exonWT_vs_exonKOnoRN.txt.gz,Illumina HiSeq 2000
GSE58609,GSE58609_MEF_WT_DKO.deseq.txt.gz,Illumina HiSeq 2000
GSE71948,GSE71948_RNASeqProcessedDESeqData.txt.gz,Illumina Genome Analyzer II
GSE67756,GSE67756_LB2A-vs-LA2A.compare.txt.gz,Illumina HiSeq 2000
GSE63555,GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,Illumina HiSeq 2500
GSE49147,GSE49147_iPS_TTF1_vs_TTF2.txt.gz,Illumina HiSeq 2000
GSE53022,GSE53022_mt_vs_wt.DESeq.txt.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_promoters.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_promoters.diff.gz,Illumina MiSeq
GSE41367,GSE41367_briggsae_gns.expr.txt.gz,Illumina HiSeq 1000
GSE33782,GSE33782_isoform_exp.diff.txt.gz,Illumina Genome Analyzer IIx
GSE102474,GSE102474_RNA_DESeq2.tsv.gz,Illumina HiSeq 2500
GSE99522,GSE99522_promoters.diff.gz,Illumina HiSeq 2000
GSE109177,GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,NextSeq 550
GSE101157,GSE101157_LargeRNA.shL1.100hrs.293T.xlsx.gz,Illumina HiSeq 4000
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_long_cuffdiff_out.txt.gz,Illumina HiSeq 2500
GSE84302,GSE84302_CTRL_vs_Ketamine.xlsx,Illumina HiSeq 2000
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,Illumina NextSeq 500
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,Illumina HiSeq 2500
GSE81007,GSE81007_splicing.diff.gz,Illumina HiSeq 2500
GSE78878,GSE78878_30PvsN2P_score.txt.gz,Illumina MiSeq
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,Illumina HiSeq 2000
GSE80264,GSE80264_Group_3_vs._Group_2_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,Illumina NextSeq 500
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,Illumina HiSeq 4000
GSE79680,GSE79680_Heat_shock_table.csv.gz,Illumina HiSeq 2000
GSE64854,GSE64854_cds.diff.gz,Illumina HiSeq 2000
GSE61033,GSE61033_DE_intronWT_vs_intronKOnoRN.txt.gz,Illumina HiSeq 2000
GSE65321,GSE65321_RNASeqProcessedDESeqData.txt.gz,Illumina Genome Analyzer II
GSE69175,GSE69175_gene_exp.txt.gz,Illumina MiSeq
GSE37703,GSE37703_hiseq_cuffdiff_splicing.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_splicing.diff.gz,Illumina MiSeq
GSE41367,GSE41367_briggsae_soap.expr.txt.gz,Illumina HiSeq 1000
GSE32038,GSE32038_isoform_exp.diff.gz,Illumina Genome Analyzer IIx
GSE117433,GSE117433_37flow_v_37static.RNAseqgene_exp.diff.gz,Illumina HiSeq 2500
GSE109753,GSE109753_gene_exp.diff.gz,Illumina NextSeq 500
GSE99522,GSE99522_splicing.diff.gz,Illumina HiSeq 2000
GSE99263,GSE99263_RNA-seq_RPKM_HCT-116_siAPC_vs_untreated_cuffDiff.txt.gz,Illumina Genome Analyzer II
GSE113053,GSE113053_deseq.HSC.bfx338.xls.gz-sheet-all_genes,Illumina HiSeq 2500
GSE109177,GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,NextSeq 550
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_mRNA_cuffdiff_out.txt.gz,Illumina HiSeq 2500
GSE87916,GSE87916_S15207_DeSeq.xlsx,Illumina HiSeq 2500
GSE84302,GSE84302_CTRL_vs_L803.xlsx,Illumina HiSeq 2000
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,Illumina NextSeq 500
GSE81007,GSE81007_tss_group_exp.diff.gz,Illumina HiSeq 2500
GSE78878,GSE78878_N2CvsN2P_score.txt.gz,Illumina MiSeq
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,Illumina HiSeq 2000
GSE76151,GSE76151_A1_isoform_exp.diff.gz,Illumina HiSeq 2500
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,Illumina HiSeq 4000
GSE64854,GSE64854_cds_exp.diff.gz,Illumina HiSeq 2000
GSE65321,GSE65321_RNASeqProcessedDESeqData_GSM1631482-GSM1631483.txt.gz,Illumina Genome Analyzer II
GSE67756,GSE67756_LB2A-vs-LC2A.compare.txt.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_tss_group_exp.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_tss_group_exp.diff.gz,Illumina MiSeq
GSE41367,GSE41367_elegans_gns.expr.txt.gz,Illumina HiSeq 1000
GSE109065,GSE109065_Root_Cuffdiff_result.txt.gz,Illumina HiSeq 2000
GSE122665,GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,Illumina HiSeq 4000
GSE118490,GSE118490_HCT116_DE_Results.xlsx-sheet-HCT116_results_raw_noNA,Illumina HiSeq 2500
GSE111666,GSE111666_E12_RNASEQ_HET_v_MUT.txt.gz,Illumina HiSeq 2000
GSE117433,GSE117433_37flow_v_GSE117433_RTflow.RNAseqgene_exp.diff.gz,Illumina HiSeq 2500
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx,Illumina HiSeq 2000
GSE99522,GSE99522_tss_group_exp.diff.gz,Illumina HiSeq 2000
GSE113053,GSE113053_deseq.MPP.bfx312.xls.gz-sheet-all_genes,Illumina HiSeq 2500
GSE89319,GSE89319_4hpf_gene_exp.diff.gz,Illumina HiSeq 2500
GSE100245,GSE100245_gene_exp-proc.diff.txt.gz,Illumina HiSeq 2500
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_short_cuffdiff_out.txt.gz,Illumina HiSeq 2500
GSE84302,GSE84302_CTRL_vs_siGsk3b.xlsx,Illumina HiSeq 2000
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,Illumina HiSeq 2000
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,Illumina NextSeq 500
GSE81059,GSE81059_cns-control_vs_cns-hh.csv.gz,Illumina HiSeq 2000
GSE74148,GSE74148_RNA-seq0415.xlsx,Illumina HiSeq 2000
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,Illumina HiSeq 2000
GSE76151,GSE76151_A2B1A1_isoform_exp.diff.gz,Illumina HiSeq 2500
GSE79779,GSE79779_gene_exp.diff.gz,Illumina HiSeq 2000
GSE64854,GSE64854_gene_exp.diff.gz,Illumina HiSeq 2000
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,Illumina HiSeq 2000
GSE52367,GSE52367_Cuflinks_2338_2339.txt.gz,Illumina HiSeq 2000
GSE41367,GSE41367_elegans_soap.expr.txt.gz,Illumina HiSeq 1000
GSE32038,GSE32038_promoters.diff.gz,Illumina Genome Analyzer IIx
GSE100578,GSE100578_A512P_vs_WT.txt.gz,Illumina HiSeq 2500
GSE118334,GSE118334_Wnt11_NP_RNAseq_DiffExp.txt.gz,Illumina HiSeq 2000
GSE111666,GSE111666_E12_RNASEQ_MUT_v_KI.txt.gz,Illumina HiSeq 2000
GSE117433,GSE117433_RTflow_v_GSE117433_37Static.RNAseqgene_exp.diff.gz,Illumina HiSeq 2500
GSE89319,GSE89319_5hpf_gene_exp.diff.gz,Illumina HiSeq 2500
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,Illumina HiSeq 2500
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,Illumina HiSeq 2500
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,Illumina NextSeq 500
GSE61336,GSE61336_results_167_vs_WTL.txt.gz,Illumina HiSeq 2000
GSE81059,GSE81059_cns-control_vs_cns-ptc.csv.gz,Illumina HiSeq 2000
