Accession,suppdata_id,Type,pi0,Type_after_filter,pi0_after_filter
GSE71710,GSE71710_siDGCR8_v_siSCR_DESeq_gencode.all.symbol.txt.gz,anti-conservative,0.8377993066323761,anti-conservative,0.7922273431301632
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S1,anti-conservative,0.4966478413471976,anti-conservative,0.33295555367203933
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S3,anti-conservative,0.6845083967628534,anti-conservative,0.45869868828805244
GSE65072,GSE65072_DESeq_plusDOX_minusDOX.xlsx,anti-conservative,0.5478332969460018,NA,NA
GSE113716,GSE113716_DESeq2_results_t2_vs_t0.txt.gz,anti-conservative,0.3326275274348289,anti-conservative,0.30212254328254934
GSE118423,GSE118423_alc.csv.gz,anti-conservative,0.9773832954151044,anti-conservative,0.7960976614645646
GSE104560,GSE104560_WT_differentiation_day_1_to_2_transition.diff.gz,anti-conservative,0.9888358017684186,NA,NA
GSE96626,GSE96626_DE_TrtVsVeh.xlsx,anti-conservative,0.8906403184761157,anti-conservative,0.8721650784296613
GSE71902,GSE71902_WILD-vs-CPH2.txt.gz,anti-conservative,0.827881104127041,NA,NA
GSE62785,GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,anti-conservative,0.8571213082081043,NA,NA
GSE113716,GSE113716_DESeq2_results_t4_vs_t0.txt.gz,anti-conservative,0.2985105705629084,anti-conservative,0.2637291641252694
GSE96960,GSE96960_DESeq2_genes_diffexp_by_fc_iTregs_plusVitC_vs_iTregs_negVitC.csv.gz,anti-conservative,0.8200441634734683,anti-conservative,0.735304251882977
GSE62785,GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,anti-conservative,0.7810623224212476,NA,NA
GSE61954,GSE61954_all_genes_expression_values_supp_table.txt.gz,anti-conservative,0.768644423460746,anti-conservative,0.5946305133975419
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,anti-conservative,0.8944042726375111,anti-conservative,0.6330816067552122
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,anti-conservative,0.4577317794863327,NA,NA
GSE65935,GSE65935_DKOrvsDKOnr_diffexp.txt.gz,anti-conservative,0.5346814605670179,NA,NA
GSE59814,GSE59814_processed_data.txt.gz,anti-conservative,0.5262446205201741,NA,NA
GSE121173,GSE121173_gene_exp.diff.txt.gz,anti-conservative,0.8277903849957137,NA,NA
GSE104560,GSE104560_WT_proliferation_vs_day_1_differentiation.diff.gz,anti-conservative,0.9441467469341556,NA,NA
GSE101939,GSE101939_WT_E16_H2ZKO_E16.anno.txt.gz,anti-conservative,0.8191733093527268,NA,NA
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,anti-conservative,0.6873604669641185,anti-conservative,0.6455676396325231
GSE65935,GSE65935_WTvsDKOnr_diffexp.txt.gz,anti-conservative,0.4939301885876517,NA,NA
GSE48166,GSE48166_Cufflinks_FPKM.txt.gz,anti-conservative,0.9531557508819547,NA,NA
GSE113404,GSE113404_DESeq2_results_Mat1_OE_wt.xlsx,anti-conservative,0.8954458638760737,anti-conservative,0.7321095610742664
GSE104560,GSE104560_WT_proliferation_vs_day_2_differentiation.diff.gz,anti-conservative,0.7692999670796569,NA,NA
GSE65935,GSE65935_WTvsDKOr_diffexp.txt.gz,anti-conservative,0.47437562126311333,NA,NA
GSE113404,GSE113404_DESeq2_results_Mat2_OE_wt.xlsx,anti-conservative,0.6134981830177417,anti-conservative,0.5783610184627704
GSE104560,GSE104560_WT_proliferation_vs_day_3_differentiation.diff.gz,anti-conservative,0.6427452969072931,NA,NA
GSE98989,GSE98989_DESeq2_infectedvsnon-infected.complete.txt.gz,anti-conservative,0.8641034713579119,anti-conservative,0.6256122262411231
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,anti-conservative,0.6871925297119629,anti-conservative,0.550178294558329
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,anti-conservative,0.6237521414576641,anti-conservative,0.41393185484461903
GSE65973,GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,anti-conservative,0.37362743070028087,anti-conservative,0.31171406220775744
GSE118116,GSE118116_sleuth_test_results.txt.gz,anti-conservative,0.49292297559113735,NA,NA
GSE114941,GSE114941_DEseq2.xlsx,anti-conservative,0.5710685456811331,anti-conservative,0.19290994757852806
GSE103868,GSE103868_DESeq2_Results_01_MockTransfected_Vs_Untransfected.txt.gz,anti-conservative,0.4718807141177211,anti-conservative,0.1813223117968543
GSE104560,GSE104560_WT_proliferation_vs_day_4_differentiation.diff.gz,anti-conservative,0.6200151839447579,NA,NA
GSE98989,GSE98989_edgeR_infectedvsnon-infected.complete.txt.gz,anti-conservative,0.7126387208108435,NA,NA
GSE79039,GSE79039_Feske_Tfh_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,anti-conservative,0.7261345438655149,anti-conservative,0.5195669289502424
GSE75993,GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All,anti-conservative,0.9366051194488302,NA,NA
GSE71862,GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,anti-conservative,0.4597140618110288,anti-conservative,0.45379168453695023
GSE102842,GSE102842_Input_gfp-La_WT_vs_RNA_IP_gfp-La_WT.txt.gz,anti-conservative,0.5981855732852583,NA,NA
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,anti-conservative,0.5605993662503153,anti-conservative,0.3796100168231737
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI,anti-conservative,0.4766385443069355,NA,NA
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI,anti-conservative,0.428288863062526,NA,NA
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI,anti-conservative,0.6807090647993529,NA,NA
GSE74920,GSE74920_SupplementalTable1.xlsx.gz,anti-conservative,0.4966478413471976,anti-conservative,0.33295555367203933
GSE65487,GSE65487_deseq.rminus_rplus.ensembl.csv.gz,anti-conservative,0.6736729752276921,anti-conservative,0.3240769917696558
GSE118552,GSE118552_sorted_results.csv.gz,anti-conservative,0.5677122746799255,NA,NA
GSE82008,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-0,anti-conservative,0.8110914146708256,NA,NA
GSE87167,GSE87167_all_genes.txt.gz,anti-conservative,0.3848133640472227,NA,NA
GSE80349,GSE80349_results.txt.gz-set-0,anti-conservative,0.06764915808363195,NA,NA
GSE74920,GSE74920_SupplementalTable3.xlsx.gz,anti-conservative,0.6845083967628534,anti-conservative,0.45869868828805244
GSE119208,GSE119208_F613-TCS.txt.gz,anti-conservative,0.10407018714196169,NA,NA
GSE98467,GSE98467_RNA-Seq_CB15N_vs_CJW5477_expression_data.txt.gz,anti-conservative,0.45993728215359214,NA,NA
GSE65487,GSE65487_deseq.rplus_gplus.ensembl.csv.gz,anti-conservative,0.4961025038972059,anti-conservative,0.18672117558351692
GSE54440,GSE54440_WT_Z2_RNAseq_rep2.txt.gz,anti-conservative,0.5106486346002819,NA,NA
GSE115950,GSE115950_DESeq2_genes_diffexp_by_fc_Migr_mLN_SPF_vs_Migr_pLN_SPF.csv.gz,anti-conservative,0.7813576554132402,NA,NA
GSE79776,GSE79776_Veh_V_EGF_DESeq_Results.txt.gz,anti-conservative,0.5588485072894411,anti-conservative,0.29021277082407265
GSE109582,GSE109582_DESeq_results.csv.gz,anti-conservative,0.27544257296678476,anti-conservative,0.15125904094859402
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,anti-conservative,0.8280919832590238,NA,NA
GSE41766,GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,anti-conservative,0.6154446870033803,anti-conservative,0.2871017729168256
GSE37682,GSE37682_RAW.txt.gz,anti-conservative,0.686887383652424,NA,NA
GSE119332,GSE119332_control_vs_rraga_mutants_analyzed.xlsx.gz,anti-conservative,0.7699109552092324,NA,NA
GSE107498,GSE107498_Supplementary_FIle_1_Sleuth_results.xlsx.gz-sheet-Sleuth Results,anti-conservative,0.5182660421428913,NA,NA
GSE107052,GSE107052_processed_statistics_etc.txt.gz-set-0,anti-conservative,0.6595981517205423,NA,NA
GSE107052,GSE107052_processed_statistics_etc.txt.gz-set-1,anti-conservative,0.924828434454398,NA,NA
GSE67334,GSE67334_TFH.Vs.TH1.DESeq_Analysis_DE_Genes.txt.gz,anti-conservative,0.7901295386084355,anti-conservative,0.5610902958121202
GSE87398,GSE87398_gene_exp.diff.gz,anti-conservative,0.8306068155381374,NA,NA
GSE71539,GSE71539_TP0vsTP23_gene_results.txt.gz,anti-conservative,0.860226634297872,NA,NA
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-0,anti-conservative,0.6621314569082277,NA,NA
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-1,anti-conservative,0.5796627711210457,NA,NA
GSE99096,GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx,anti-conservative,0.308999577401126,NA,NA
GSE95108,GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest,anti-conservative,0.7592906903554276,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-5,anti-conservative,0.9367616822032444,NA,NA
GSE71539,GSE71539_TP0vsTP23_tag_results.txt.gz,anti-conservative,0.8476506325852091,NA,NA
GSE48671,GSE48671_all.GeneDiffExp.txt.gz-set-0,anti-conservative,0.27390017952811174,NA,NA
GSE48671,GSE48671_all.GeneDiffExp.txt.gz-set-1,anti-conservative,0.15916832241140438,NA,NA
GSE36781,GSE36781_gene_exp_diff.txt.gz,anti-conservative,0.9625298022561821,NA,NA
GSE40478,GSE40478_output_score.txt.gz,anti-conservative,0.31948218744204804,NA,NA
GSE116776,GSE116776_KO_vs_WT.txt.gz,anti-conservative,0.5847947090185633,anti-conservative,0.47862867919405006
GSE104065,GSE104065_NSCs_E12KOvsWt_DESeq.txt.gz,anti-conservative,0.9010827534524058,anti-conservative,0.8916545919281272
GSE81043,GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,anti-conservative,0.47833442891657035,anti-conservative,0.13601145616559754
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,anti-conservative,0.6112955376495086,anti-conservative,0.4264370392963277
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,anti-conservative,0.45803049282422237,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,anti-conservative,0.5756582154946559,anti-conservative,0.4773577854185181
GSE66793,GSE66793_cmp1-3-geo-gene.tsv.gz,anti-conservative,0.8590108746238505,NA,NA
GSE111126,GSE111126_Mutt110_vs_Wt.txt.gz,anti-conservative,0.6641964763297074,NA,NA
GSE102872,GSE102872_DESeq_12h_vs_0h.csv.gz,anti-conservative,0.881313583694336,anti-conservative,0.8348308724000576
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,anti-conservative,0.6043008847679707,anti-conservative,0.3639221491943842
GSE111126,GSE111126_Mutt110_vs_Wtcu.txt.gz,anti-conservative,0.6165030055167047,NA,NA
GSE102595,GSE102595_SupplementalTable_Expression_and_SplicingChanges.xlsx-sheet-Splicing_allDEXseq3rep3cond,anti-conservative,0.9423175685601591,NA,NA
GSE110445,GSE110445_rpoN_RNA_seq_analyzed.txt.gz,anti-conservative,0.892297869951605,NA,NA
GSE102872,GSE102872_DESeq_12h_vs_3h.csv.gz,anti-conservative,0.9003968334499222,anti-conservative,0.8237851478708347
GSE101898,GSE101898_Galaxy122-_CellXtype_QKO_vs_QT7_.tabular.txt.gz,anti-conservative,0.6695352094511423,anti-conservative,0.3990636491673701
GSE87398,GSE87398_genes_group_exp.diff.gz,anti-conservative,0.8349772086020382,NA,NA
GSE61491,GSE61491_CHDKD_differential_expression.txt.gz,anti-conservative,0.9516636842556182,NA,NA
GSE111126,GSE111126_Wtcu_vs_Wt.txt.gz,anti-conservative,0.7498468776025436,NA,NA
GSE102872,GSE102872_DESeq_3h_vs_0h.csv.gz,anti-conservative,0.8517949361910204,anti-conservative,0.7827246881918709
GSE102546,GSE102546_deseq2.results.csv.gz,anti-conservative,0.7105180875077131,anti-conservative,0.88346313844402
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,anti-conservative,0.6092981988313233,NA,NA
GSE63510,GSE63510_ko_vs_wt_fold_changes_p_values.txt.gz,anti-conservative,0.537917890670222,anti-conservative,0.2881025167446004
GSE92971,GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,anti-conservative,0.949746741075051,anti-conservative,0.6573754536752504
GSE69001,GSE69001_DE_list_planktonic_v_biolfim.txt.gz,anti-conservative,0.436270322702685,NA,NA
GSE41873,GSE41873_FPKM_all_genes_from_CuffDiff.txt.gz,anti-conservative,0.7367515912896798,NA,NA
GSE114346,GSE114346_LEH_differential_expression_analysis_table.csv.gz,anti-conservative,0.8847854470197529,anti-conservative,0.6268863730132308
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,anti-conservative,0.25144330054534536,anti-conservative,0.2293975930386667
GSE77025,GSE77025_gene_exp.diff.gz,anti-conservative,0.3469988253953206,NA,NA
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,anti-conservative,0.6557944327219721,NA,NA
GSE69001,GSE69001_DE_list_planktonic_v_plate.txt.gz,anti-conservative,0.33382050392207496,NA,NA
GSE78967,GSE78967_Deseq_Analysis.xlsx,anti-conservative,0.4708225027923813,anti-conservative,0.38464967812905637
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-short 3'UTR transcripts(<350nt),anti-conservative,0.9040351264756106,NA,NA
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-medium 3'UTR transcripts,anti-conservative,0.9540504704809034,NA,NA
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-long 3'UTR transcripts(>1500nt),anti-conservative,0.8681004334471105,NA,NA
GSE32038,GSE32038_cds.diff.gz,anti-conservative,0.07446708935403135,NA,NA
GSE123554,GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx-sheet-Sheet1,anti-conservative,0.6780452753509402,NA,NA
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-2,anti-conservative,0.46376952597978705,anti-conservative,0.14574512239321658
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-3,anti-conservative,0.468955598951837,anti-conservative,0.15519334265390541
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,anti-conservative,0.40903604135625216,anti-conservative,0.09219278244530829
GSE69001,GSE69001_DE_list_plate_v_biofilm.txt.gz,anti-conservative,0.3784653262858452,NA,NA
GSE67674,GSE67674_RNA-seq_analysis_PBSDMSOvsPBSGSK-J4.txt.gz,anti-conservative,0.9472839981069497,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.6662239804298365,anti-conservative,0.4801356404314168
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.6630633394110089,anti-conservative,0.4360890438486667
GSE67756,GSE67756_LA2A-vs-LC2A.compare.txt.gz,anti-conservative,0.4205439827753478,NA,NA
GSE41367,GSE41367_brenneri_gns.expr.txt.gz,anti-conservative,0.36134972910386737,NA,NA
GSE113954,GSE113954_Warm_TRPM2-KO-1_Warm_WT-1.anno.txt.gz,anti-conservative,0.675606035324929,NA,NA
GSE69876,GSE69876_results.csv.gz,anti-conservative,0.35060943311548515,anti-conservative,0.18225747696259545
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5 wt VS 14.5 S1pr2 null,anti-conservative,0.8315944520897937,anti-conservative,0.4469819795738408
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 CTRL VS 14.5+2+JTE+CTGF,anti-conservative,0.6042258289030566,anti-conservative,0.2309487859965059
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2+JTE VS 14.5+2+JTE+CTGF,anti-conservative,0.8096659959464094,anti-conservative,0.3349820467624445
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,anti-conservative,0.5637527533031095,NA,NA
GSE41367,GSE41367_brenneri_soap.expr.txt.gz,anti-conservative,0.36722378787551097,NA,NA
GSE113954,GSE113954_Warm_TRPM2-KO-2_Warm_WT-2.anno.txt.gz,anti-conservative,0.6333887872782583,NA,NA
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.4708422623381587,anti-conservative,0.1799674524782182
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.5008547186921399,anti-conservative,0.2484625799445895
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-1,anti-conservative,0.03492437945895438,NA,NA
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3,anti-conservative,0.5434272737340424,NA,NA
GSE64513,GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,anti-conservative,0.6066927256435322,NA,NA
GSE67756,GSE67756_LB2A-vs-LA2A.compare.txt.gz,anti-conservative,0.43747174974832936,NA,NA
GSE41367,GSE41367_briggsae_gns.expr.txt.gz,anti-conservative,0.3283851065072139,NA,NA
GSE102474,GSE102474_RNA_DESeq2.tsv.gz,anti-conservative,0.653306473950243,anti-conservative,0.5082008905404204
GSE109177,GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,anti-conservative,0.4760113766235202,anti-conservative,0.26599383912196445
GSE101157,GSE101157_LargeRNA.shL1.100hrs.293T.xlsx.gz,anti-conservative,0.5037438560512593,anti-conservative,0.22535306506386416
GSE41367,GSE41367_briggsae_soap.expr.txt.gz,anti-conservative,0.34653993093801444,NA,NA
GSE117433,GSE117433_37flow_v_37static.RNAseqgene_exp.diff.gz,anti-conservative,0.6803180444425834,NA,NA
GSE113053,GSE113053_deseq.HSC.bfx338.xls.gz-sheet-all_genes,anti-conservative,0.7610766103108065,anti-conservative,0.3010417552572496
GSE109177,GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,anti-conservative,0.6606182366321481,anti-conservative,0.49275874533889136
GSE87916,GSE87916_S15207_DeSeq.xlsx,anti-conservative,0.9539825742813801,NA,NA
GSE67756,GSE67756_LB2A-vs-LC2A.compare.txt.gz,anti-conservative,0.5320642487802776,NA,NA
GSE41367,GSE41367_elegans_gns.expr.txt.gz,anti-conservative,0.29896918135678513,NA,NA
GSE118490,GSE118490_HCT116_DE_Results.xlsx-sheet-HCT116_results_raw_noNA,anti-conservative,0.32175979418690304,anti-conservative,0.22141472319516056
GSE111666,GSE111666_E12_RNASEQ_HET_v_MUT.txt.gz,anti-conservative,0.9978974449870921,NA,NA
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-0,anti-conservative,0.4151230937520739,anti-conservative,0.26496275527829055
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-1,anti-conservative,0.4447165930203841,anti-conservative,0.30863488841597786
GSE113053,GSE113053_deseq.MPP.bfx312.xls.gz-sheet-all_genes,anti-conservative,0.834927424767825,anti-conservative,0.4611564995477167
GSE100245,GSE100245_gene_exp-proc.diff.txt.gz,anti-conservative,0.572831163415824,NA,NA
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,anti-conservative,0.9538574990446771,anti-conservative,0.9775674538160651
GSE41367,GSE41367_elegans_soap.expr.txt.gz,anti-conservative,0.26449406578479256,NA,NA
GSE32038,GSE32038_promoters.diff.gz,anti-conservative,0.04909508161291718,NA,NA
GSE100578,GSE100578_A512P_vs_WT.txt.gz,anti-conservative,0.6893662036611834,anti-conservative,0.5266238568982182
GSE118334,GSE118334_Wnt11_NP_RNAseq_DiffExp.txt.gz,anti-conservative,0.04307769723281032,NA,NA
GSE111666,GSE111666_E12_RNASEQ_MUT_v_KI.txt.gz,anti-conservative,0.9030903514961284,NA,NA
GSE117433,GSE117433_RTflow_v_GSE117433_37Static.RNAseqgene_exp.diff.gz,anti-conservative,0.4633528736455209,NA,NA
GSE67756,GSE67756_LB2A-vs-LF1A.compare.txt.gz,anti-conservative,0.4912262658358543,NA,NA
GSE41367,GSE41367_japonica_gns.expr.txt.gz,anti-conservative,0.28858760601894784,NA,NA
GSE32038,GSE32038_splicing.diff.gz,anti-conservative,0.061781393157299386,NA,NA
GSE107671,GSE107671_abundance.xlsx-set-1,anti-conservative,0.89301441364363765,NA,NA
GSE108438,GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,anti-conservative,0.9695557848447567,anti-conservative,0.8598325202587767
GSE109844,GSE109844_CD4lowHLA-G_vs_human_N_CD4_diff.xls.gz,anti-conservative,0.8638604811669669,anti-conservative,0.6089766606295733
GSE113979,GSE113979_DESeq2.txt.gz,anti-conservative,0.7336152445304752,anti-conservative,0.46030187643098736
GSE17970,GSE17970_supplemental_table_1.xls.gz,anti-conservative,0.47216815500143733,NA,NA
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-0,anti-conservative,0.5732504877536242,anti-conservative,0.34949358037624123
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,0.4606457177933874,anti-conservative,0.16857981618531248
GSE50198,GSE50198_Tet1kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,0.6690471825526607,NA,NA
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,0.5659238240431045,anti-conservative,0.3147111653866279
GSE50198,GSE50198_Tet2kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,0.6754212639811251,NA,NA
GSE52058,GSE52058_Cuffdiff_Dana_TestisOvary.gene_exp.diff.gz,anti-conservative,0.353514149903679,NA,NA
GSE52058,GSE52058_Cuffdiff_Dpse_TestisOvary.gene_exp.diff.gz,anti-conservative,0.42096916405455853,NA,NA
GSE55528,GSE55528_gene_exp_PA.diff.gz,anti-conservative,0.5637564503742888,NA,NA
GSE55528,GSE55528_gene_exp_SA.diff.gz,anti-conservative,0.6848465553606512,NA,NA
GSE56132,GSE56132_Pm_Si_expression.txt.gz-set-0,anti-conservative,0.6682235740989032,NA,NA
GSE56132,GSE56132_Pm_Si_expression.txt.gz-set-1,anti-conservative,0.5686897601637565,NA,NA
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,anti-conservative,0.6063155166732994,NA,NA
GSE58865,GSE58865_Hyphae_vs_Oidia_DESeq_results.txt.gz,anti-conservative,0.4573937269431745,anti-conservative,0.031297087308154246
GSE68176,GSE68176_Ophio1_1.gene_exp.diff.gz,anti-conservative,0.5618672396437975,NA,NA
