Accession,suppdata_id,Type,pi0,SRP,pi01,fp,rs,ud
GSE59571,GSE59571_S13113_genesdiff.xlsx,anti-conservative,0.6988184177307769,0.8994989056906327,0.6950805445253958,380.65000000000003,6505.490910571647,808.0711214098383
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D5.5MUT_D5.5WT.anno,anti-conservative,0.04984717088427637,0.9438107245077526,0.05282829794504338,661.9000000000001,11869.458052481947,748.7115045091305
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D5.5MUT.anno,anti-conservative,0.043731529407745266,0.9410892651407752,0.05008779385619149,635.6,11364.970401546057,755.963992796711
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5WT_D5.5WT.anno,anti-conservative,0.04586648983200707,0.9410907444449289,0.057920104478042585,633.3000000000001,11323.862600682494,753.2083420240069
GSE106985,GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D7.5WT.anno,anti-conservative,0.03439765648486713,0.9411764517575572,0.042168855326604054,616.95,11032.517426324672,732.6283741881671
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_mTECs.csv.gz,anti-conservative,0.22906127037661608,0.8901440183027757,0.2738925095153316,847.25,14329.315870633507,1986.6831580111502
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,anti-conservative,0.618476902971238,NA,0.6644385318934384,NA,NA,NA
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsGFP.csv.gz,anti-conservative,0.5927143722419314,0.8029169652635851,0.6554714705253324,192.3,2933.617715983561,896.8328173014097
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-1,anti-conservative,0.44988483053636064,0.9714608461042297,0.5126867670827071,252.4,4658.737633577443,140.88304945217715
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-2,anti-conservative,0.3045738729845344,NA,0.3686701102526303,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-3,anti-conservative,0.2989141164856861,NA,0.36309023011773794,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-4,anti-conservative,0.3326094109904574,NA,0.39786803354827666,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-5,anti-conservative,0.5176984910449867,0.9978991761574312,0.5790712804024437,223.95000000000002,4246.110889508678,8.957929523245184
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_sp-DCs.csv.gz,anti-conservative,0.4687686724405784,0.9667191821997051,0.5150291477964629,560.45,10294.157547612669,366.59296609893863
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz,anti-conservative,0.4919096651380116,0.816276582545976,0.5581039242738474,250.75,3888.9457083946663,1072.313368191024
GSE74176,GSE74176_wt-SPL_line1-SPL_annotated.txt.gz,anti-conservative,0.8118468531796242,NA,0.8480900024715244,NA,NA,NA
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTPvsGFP.csv.gz,anti-conservative,0.694991652754591,0.794252589904219,0.745006540824305,127.7,1927.0950588846063,628.5216409248269
GSE33736,GSE33736_HAmCqG0_G8expression.txt.gz,anti-conservative,0.5127817159803603,0.8417713080848055,0.5952606378479599,338.6,5415.451533432787,1209.2933755169734
GSE111189,GSE111189_diff-Deseq2-R-Oil-vs-85-Oil.txt.gz,anti-conservative,0.49321896794222464,0.7863489995929793,0.5695824635120064,349.20000000000005,5217.268342499498,1802.674967774139
GSE116916,GSE116916_Processed_data_Wareham2.txt.gz,anti-conservative,0.9634719499843337,NA,0.9889145587504008,NA,NA,NA
GSE116915,GSE116915_Microbead_vs_control_raw_data_RNAseq_mouse.define_DESeq2.txt.gz,anti-conservative,0.8344641074370651,NA,0.8804598022081321,NA,NA,NA
GSE70228,GSE70228_ThermococcusIsoforms_exp.diff.xlsx,anti-conservative,0.8270676691729323,NA,0.8512010050492634,NA,NA,NA
GSE83218,GSE83218_HSC.txt.gz,anti-conservative,0.8352388730093916,0.7591656521750908,0.8810709474044911,46.550000000000004,671.444061066259,280.57899922560534
GSE98526,GSE98526_A12_vs_UA159T5.txt.gz,anti-conservative,0.4872448979591837,0.824003517080162,0.5788357584245976,35.800000000000004,560.4871923179261,145.28191348778887
GSE98526,GSE98526_A1_vs_UA159T5.txt.gz,anti-conservative,0.7680272108843538,NA,0.799125130030444,NA,NA,NA
GSE84737,GSE84737_All_genes_unfiltered_DE.txt.gz,anti-conservative,0.35959885386819485,0.7886826379602463,0.4466535264733583,320.65000000000003,4804.930669377106,1632.3667704319187
GSE109152,GSE109152_All.HFD_v_ND.2_counts.txt.gz,anti-conservative,0.8626779796802738,0.88651138134474206,0.9175732340717133,60.35,1016.5182754189484,146.7908109466748
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,anti-conservative,0.9045618247298919,NA,0.9342759497616371,NA,NA,NA
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,anti-conservative,0.3911514796366833,0.7989599750733136,0.47416746098900353,226.4,3436.8062287753655,1082.3993669335932
GSE75962,GSE75962_control_vs_H2O2.DEseq.txt.gz,anti-conservative,0.7214215925744993,0.8050947747711403,0.7682686414601022,160.8,2459.725555880788,739.6327274493665
GSE51037,GSE51037_Untreated_Nitrate_Processed_CunninghamBussel.xlsx.gz,anti-conservative,0.8866845180136319,NA,0.8954628215813549,NA,NA,NA
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,anti-conservative,0.25249246082098775,0.8789715399122042,0.30309102370419133,2794.9,46676.11358111177,7311.939155083659
GSE63141,GSE63141_eTMglc_gene_exp.diff.gz,anti-conservative,0.8868416413853248,NA,0.9520512581221658,NA,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-0,anti-conservative,0.52496328928047,0.708658426385761,0.5976839970636814,81.75,1100.7237007836834,638.567583997064
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-1,anti-conservative,0.6514484047523696,0.8288354655379213,0.6823161570930446,75.5,1188.964475314148,296.24157615709305
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-2,anti-conservative,0.3671071953010279,0.8009063415083008,0.5064214314553129,113.35000000000001,1724.871942389352,535.366041431455
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-3,anti-conservative,0.4295154185022027,0.6340314980216232,0.641639537529822,65.15,784.8358898260661,714.4977995375302
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-4,anti-conservative,0.27936857562408224,0.8431222289809567,0.3367230170673518,160.35000000000002,2568.698338924831,566.8830030170675
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-5,anti-conservative,0.3665827564505979,0.8404373088847901,0.426518752064599,138.20000000000002,2206.8202856696817,498.52583875206483
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-6,anti-conservative,0.7929515418502203,0.5459785483475172,0.854361643432938,22.8,236.51790714414446,360.23776657735397
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-7,anti-conservative,0.4290565345080764,0.7897725951833504,0.5038791044228299,112.35000000000001,1685.888070308139,568.2166391044225
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-8,anti-conservative,0.4505406487785343,0.8082030357249975,0.5063466948063865,114.4,1756.7101184518544,515.8232066948062
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-9,anti-conservative,0.25110132158590315,0.8412627016688337,0.31597998164800883,165,2637.3585697317935,591.5410599816478
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,anti-conservative,0.8008562614115722,0.9422518414449941,0.8198490877512481,141.9,2540.4051897198483,165.2369392469268
GSE63141,GSE63141_eTMgly_gene_exp.diff.gz,anti-conservative,0.753932456113064,NA,0.778206125745246,NA,NA,NA
GSE110646,GSE110646_Cuffdiff_gene_expression_March2016_reformat.csv.gz,anti-conservative,0.8441126117557544,NA,0.8754471855616883,NA,NA,NA
GSE45788,GSE45788_S72_2_RefII_S72_1_Emf_exp.cuff.gz,anti-conservative,0.7909176915799432,0.8197009473735701,0.8337034180325998,16.25,253.08266750158978,67.91175815616134
GSE121725,GSE121725_Transcript_differential_expression.xlsx,anti-conservative,0.6745444243387985,0.6226490818697263,0.824435853838268,209.85000000000002,2482.595286776879,2416.3766671030135
GSE107207,GSE107207_res.genes.hampshire.c-d.csv.gz,anti-conservative,0.514209038194278,0.6886479892779214,0.6064148868512583,85.05000000000001,1112.820718273657,730.6044445927982
GSE50708,GSE50708_DE_result.txt.gz,anti-conservative,0.2640385155119929,0.8660375800527657,0.31931735484562423,410.6,6756.305577023646,1206.7541259730078
GSE81128,GSE81128_DESeq2_Results.txt.gz,anti-conservative,0.29213212938097993,0.8878676890941697,0.31617563751558975,507.35,8558.733769176613,1217.4294031649824
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,anti-conservative,0.3913886917435534,NA,0.4604319679740172,NA,NA,NA
GSE74103,GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.5453937095694847,0.7967496512710361,0.6181199828819224,717.9000000000001,10867.744918302058,3479.5811674034194
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,anti-conservative,0.7293095146672517,NA,0.7776794249327688,NA,NA,NA
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.34071571970300496,0.7809845418706289,0.42427263353058287,1060.9,15742.383508940453,5652.757838823971
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,anti-conservative,0.523692054681879,0.8592560237931319,0.572087011972372,376.55,6147.5042594267725,1171.8809210415866
GSE74103,GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.22113168265298536,0.8425312041020013,0.29278201164898393,1405.9,22505.77777709307,4992.482417776053
GSE93574,GSE93574_res_dds_LEKU_vs_LPS.csv.gz,anti-conservative,0.3629796044227127,0.8650693174599133,0.4124765206108855,520.5,8555.103015019813,1542.5318619533882
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,anti-conservative,0.904392764857881,NA,0.9338817860681851,NA,NA,NA
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,anti-conservative,0.9339309458186205,NA,0.9624202920076195,NA,NA,NA
GSE93574,GSE93574_res_dds_LE_vs_LPS.csv.gz,anti-conservative,0.4148035306241319,0.8769001060208427,0.45596495960087624,560.4,9336.881568867524,1494.7180666680433
GSE98084,GSE98084_All_Data_BaCl2.xlsx,anti-conservative,0.5854889589905363,0.5597545034770919,0.7625029146426094,110.9,1179.4587142765802,1657.2288029146403
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,anti-conservative,0.7324943530171023,NA,0.8057452957288106,NA,NA,NA
GSE108749,GSE108749_DMSO-vs-129_results.csv.gz,anti-conservative,0.7570463866985209,0.8862266341288394,0.7923819359824312,191.25,3220.32603176567,466.49914628296574
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,anti-conservative,0.4585895728988356,0.7980374893636398,0.5365262885508296,307.05,4655.710811073007,1476.4208506877649
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,anti-conservative,0.7650534210712517,0.827850745482131,0.8166989464624483,129,2029.062177176703,509.6786167385344
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,anti-conservative,0.09316556655665567,0.9279994185750744,0.12975357039220364,274.75,4844.388964816532,405.02292098479484
GSE109006,GSE109006_AM_Gore_Oct2016_RNAseq.txt.gz,anti-conservative,0.7709156852357472,0.9550088593096091,0.8187558431818088,223.55,4056.352379474599,200.10036416159346
GSE64242,GSE64242_cufdiff_isoform_exp.diff.gz,anti-conservative,0.8864308681672026,NA,0.9291008143939333,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_down,anti-conservative,0.7165619593917872,NA,0.7634676983412526,NA,NA,NA
GSE103405,GSE103405_Table_S1.xlsx,anti-conservative,0.45398080180688877,0.8033716987427683,0.5111242798774867,219.65,3352.7512789481316,1021.4434020218278
GSE77398,GSE77398_mal_all6_cuffdiff_genes.xls.gz,anti-conservative,0.7083602671837966,0.9589839110334983,0.7608401063278454,68.95,1256.3168726494343,56.031312655347165
GSE116458,GSE116458_nESCs_EpiLSCs_desep_table.txt.gz,anti-conservative,0.8672754346778785,NA,0.9142079391770656,NA,NA,NA
GSE108898,GSE108898_deseq2_analysis_cml39_vs_wt.txt.gz,anti-conservative,0.7158650035459514,0.9085532884420782,0.748180935468686,288.65000000000003,4982.824227467311,552.0047958801279
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,anti-conservative,0.8093467870419543,0.8539648426485252,0.8970843444865081,43.550000000000004,706.6132090495222,141.50089665952646
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,anti-conservative,0.7313094567869155,0.8480862497988129,0.7723860657632631,78.2,1260.0865499510762,266.14445182016425
GSE73376,GSE73376_full_list_edgeR_annotated_DGCR8.txt.gz,anti-conservative,0.7447297815254889,0.8308012352554088,0.8011301113134042,181.5,2865.0180597782773,702.3123166666282
GSE73376,GSE73376_full_list_edgeR_annotated_RRP6.txt.gz,anti-conservative,0.7441993425127448,0.7800513507866077,0.8205313547391613,154.65,2292.0638865838287,828.5173953797439
GSE67646,GSE67646_DESeq_1.10.1.txt.gz,anti-conservative,0.595055852797187,NA,0.6706257087789578,NA,NA,NA
GSE56169,GSE56169_normalized_RNASeq_Ctrl_vs_E2a.txt.gz,anti-conservative,0.32369293715869535,0.9454843802921189,0.3722325809385595,270.5,4859.316972511345,296.33808165301343
GSE113333,GSE113333_Typhi_gene_exp.diff.gz,anti-conservative,0.45637525159709463,0.8044007922021447,0.49646905246518647,81.2,1241.0295422094687,375.1493791601049
GSE104560,GSE104560_Emerin_null_differentiaton_day_0_to_1_transition.diff.gz,anti-conservative,0.8301956934104796,NA,0.8579020927204621,NA,NA,NA
GSE75147,GSE75147_regulated.phf5a_kd_402.down.G166.list.txt.gz,anti-conservative,0.006621420294653203,0.941283624482784,0.019976872106713645,83.80000000000001,1498.7117869014885,99.31991874381242
GSE54846,GSE54846_130529.DESeq.120813.combined-htseq-Luc123-m1_123.HGNC.protein_coding.rsgt20.txt.gz,anti-conservative,0.7634863847271477,0.9797484182881608,0.7932086070818433,124.10000000000001,2310.1487954816544,48.73823078150781
GSE104560,GSE104560_Emerin_null_differentiaton_day_1_to_2_transition.diff.gz,anti-conservative,0.960199684093524,NA,0.9898809725846406,NA,NA,NA
GSE103400,GSE103400_HNC3-_vs_+.txt.gz,anti-conservative,0.803131692085046,NA,0.8419651167974407,NA,NA,NA
GSE96555,GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,anti-conservative,0.7681670552135015,NA,0.8147800088944498,NA,NA,NA
GSE111305,GSE111305_SGI_vs_Control.DESeq2_Results.xlsx-sheet-SGI_vs_Control.DESeq2_Results,anti-conservative,0.971211948940796,NA,0.9931908283635471,NA,NA,NA
GSE81069,GSE81069_1vs2_DESeq_func_added.csv.gz,anti-conservative,0.6442487323191887,NA,0.6827854655391813,NA,NA,NA
GSE80135,GSE80135_siNeg_siProx_sig_results.csv.gz,anti-conservative,0.7457046324318266,0.8722574104608191,0.7854391087077985,136.70000000000002,2265.514172189885,380.3760493531722
GSE114363,GSE114363_gene_exp.diff.txt.gz,anti-conservative,0.9174687844562983,NA,0.9345084415110786,NA,NA,NA
GSE114917,GSE114917_High_vs_Low_LP4_removed_all_genes.tsv.gz,anti-conservative,0.41655516903041656,0.8707565148952772,0.444425168469035,95.15,1574.1971654534268,268.33314543121605
GSE96555,GSE96555_DESeq.ctrl72hVstatsf172h-orig-FDR1.1.txt.gz,anti-conservative,0.5712382184076971,0.9769435949677531,0.6175713780385043,334.5,6208.965017817554,149.9932881870036
GSE104415,GSE104415_processed.csv.gz,anti-conservative,0.45404310186037944,0.7938359906386929,0.5273956009681057,214.4,3233.7702914657793,1057.9385646883088
GSE106545,GSE106545_U251_WT_VS_AXLKO_FPKM.xlsx,anti-conservative,0.41370887718494775,0.826783329559498,0.47324001679132954,300.3,4717.377643467627,1195.3825400167916
GSE81069,GSE81069_1vs3_DESeq_func_added.csv.gz,anti-conservative,0.7780741038930542,NA,0.8155340008263164,NA,NA,NA
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,anti-conservative,0.4548192771084337,0.8737981870299524,0.49487419566703333,61.7,1024.353614655213,169.3141363083596
GSE75147,GSE75147_regulated.phf5a_kd_861.down.0827.list.txt.gz,anti-conservative,0.010402912815588364,0.9512830154173157,0.01573332714614093,136.85,2473.4785325373336,133.15855051516655
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_1_differentiation.diff.gz,anti-conservative,0.8604055954607975,NA,0.8918145986079418,NA,NA,NA
GSE96549,GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,anti-conservative,0.6301162966319287,NA,0.6709608840314538,NA,NA,NA
GSE81069,GSE81069_4vs5_DESeq_func_added.csv.gz,anti-conservative,0.6942914900995542,NA,0.7376623292995005,NA,NA,NA
GSE75731,GSE75731_ckvsdrug_gene_exp_diff.txt.gz,anti-conservative,0.6147805507745266,0.9079851272182775,0.6415255623971489,45.5,784.9531424802009,87.60810627317267
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,anti-conservative,0.9359462039292787,NA,0.9612506512393788,NA,NA,NA
GSE75147,GSE75147_regulated.phf5a_kd_861.down.G166.list.txt.gz,anti-conservative,0.006720430107526882,0.9506361942544154,0.013633899871189075,281.5,5084.477684969741,277.7322351347375
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_2_differentiation.diff.gz,anti-conservative,0.6545484480070796,0.922774591967007,0.683595062866098,459.5,8056.283575167954,730.6404301779385
GSE96549,GSE96549_DESeq.dsBarcGDVsdsmCherry-orig-FDR1.1.txt.gz,anti-conservative,0.7141887304820095,NA,0.7636971869731451,NA,NA,NA
GSE75731,GSE75731_ckvsv149a_gene_exp_diff.txt.gz,anti-conservative,0.6825027382256298,0.950670813493828,0.7253445419753191,36.5,659.2902091579697,35.9848965135526
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_3_differentiation.diff.gz,anti-conservative,0.6108476349699182,0.8993940184740103,0.645556534833883,491.75,8403.263163107296,1045.1335205537234
GSE75147,GSE75147_regulated.phf5a_kd_861.up.G166.list.txt.gz,anti-conservative,0.022576361221779546,0.9431138497121824,0.036843182674334264,48,860.1198309375103,55.009444594968386
GSE97443,GSE97443_KnockDown1_vs_Control1.all.gene.result.txt.gz,anti-conservative,0.4659412491530153,0.9386500072266046,0.5084159992675371,406.20000000000005,7244.313025773488,504.4339962511749
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_4_differentiation.diff.gz,anti-conservative,0.5614233693703893,0.8854392333973833,0.6023168092626348,545.7,9180.499603634089,1341.4815512617206
GSE104560,GSE104560_WT_differentiation_day_0_to_1_transition.diff.gz,anti-conservative,0.8872686953209599,NA,0.9260543200364233,NA,NA,NA
GSE71710,GSE71710_siDGCR8_v_siSCR_DESeq_gencode.all.symbol.txt.gz,anti-conservative,0.7586907272869308,0.7741539963136596,0.8377993066323761,84.60000000000001,1244.3751336745763,468.93107579895354
GSE104560,GSE104560_WT_differentiation_day_1_to_2_transition.diff.gz,anti-conservative,0.9598119008862362,NA,0.9888358017684186,NA,NA,NA
GSE71902,GSE71902_WILD-vs-CPH2.txt.gz,anti-conservative,0.7835659417937898,0.652085794244653,0.827881104127041,36.4,450.982535299602,368.99663636917364
GSE62785,GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,anti-conservative,0.8274272051917,NA,0.8571213082081043,NA,NA,NA
GSE96960,GSE96960_DESeq2_genes_diffexp_by_fc_iTregs_plusVitC_vs_iTregs_negVitC.csv.gz,anti-conservative,0.7676017157522569,0.798554656105776,0.8200441634734683,93.65,1420.9082273418126,448.86316787151554
GSE62785,GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,anti-conservative,0.7723200494284832,NA,0.7810623224212476,NA,NA,NA
GSE104560,GSE104560_WT_proliferation_vs_day_1_differentiation.diff.gz,anti-conservative,0.9097218450322573,NA,0.9441467469341556,NA,NA,NA
GSE101939,GSE101939_WT_E16_H2ZKO_E16.anno.txt.gz,anti-conservative,0.7878764237790606,0.9534893769456132,0.8191733093527268,178.95000000000002,3241.911556083932,165.8523395642278
GSE48166,GSE48166_Cufflinks_FPKM.txt.gz,anti-conservative,0.9264236820413575,NA,0.9531557508819547,NA,NA,NA
GSE104560,GSE104560_WT_proliferation_vs_day_2_differentiation.diff.gz,anti-conservative,0.735500678003995,0.9833480854348015,0.7692999670796569,350.95000000000005,6557.014201083527,112.91606762764604
GSE104560,GSE104560_WT_proliferation_vs_day_3_differentiation.diff.gz,anti-conservative,0.6077593877914219,0.8889327726842627,0.6427452969072931,500.90000000000003,8460.062090913398,1189.1089422822406
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,anti-conservative,0.5741522074827037,0.8458702573307662,0.6237521414576641,196.8,3162.878066211201,681.3360900139041
GSE104560,GSE104560_WT_proliferation_vs_day_4_differentiation.diff.gz,anti-conservative,0.58544482610901,0.8654553339791384,0.6200151839447579,506.6,8330.3537716828,1496.375581120883
GSE79039,GSE79039_Feske_Tfh_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,anti-conservative,0.7027939997709836,0.8883657192872011,0.7261345438655149,149.1,2516.651246168712,355.9893712299445
GSE75993,GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All,anti-conservative,0.9215069253861073,NA,0.9366051194488302,NA,NA,NA
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI,anti-conservative,0.37995138934506995,0.7621814759451451,0.4766385443069355,319.6,4628.270794529299,1894.7314400155228
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI,anti-conservative,0.3499091287306488,0.7926892163260757,0.428288863062526,363.1,5468.683634511964,1804.2586375991668
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI,anti-conservative,0.592149097699909,0.6692224861327912,0.6807090647993529,171.20000000000002,2176.846902892743,1607.7659065594512
